Strain,Enviro,Activity_norm,MIC50
yAG46,0.78,0.9950007412577883,0.8
yAG46,1.56,0.6669413510073727,0.8
yAG46,3.12,0.5627326352598482,0.8
yAG46,6.25,0.6189364559791057,0.8
yAG46,12.5,0.5477589541881149,0.8
yAG29,0.2,1,0.8
yAG29,0.39,0.9725168107766959,0.8
yAG29,0.78,0.8833799422689748,0.8
yAG29,1.56,0.9007111437938982,0.8
yAG29,3.12,0.7140033433236144,0.8
yAG29,6.25,0.828874734047939,0.8
yAG29,12.5,0.8335315186890643,0.8
yAG58,0.2,1,0.8
yAG58,0.39,1.078188817339925,0.8
yAG58,0.78,1.0879382523617487,0.8
yAG58,1.56,0.937754524180001,0.8
yAG58,3.12,0.936336083572225,0.8
yAG58,6.25,0.8163603657706401,0.8
yAG58,12.5,0.7744054429993612,0.8
HSC02,0.2,1,0.8
HSC02,0.39,1.0622837271693917,0.8
HSC02,0.78,1.1130754698213117,0.8
HSC02,1.56,1.0519540008309187,0.8
HSC02,3.12,0.8364790232519226,0.8
HSC02,6.25,0.8818558437438279,0.8
HSC02,12.5,1.0362467720685038,0.8
HSC07,0.2,1,0.8
HSC07,0.39,1.0682471681503145,0.8
HSC07,0.78,1.142007256666193,0.8
HSC07,1.56,0.8905150829092862,0.8
HSC07,3.12,0.6107122884644918,0.8
HSC07,6.25,0.5657897282500615,0.8
HSC07,12.5,0.5582450264340053,0.8
HSC08,0.2,1,0.8
HSC08,0.39,1.0341774087025557,0.8
HSC08,0.78,1.0744838880187726,0.8
HSC08,1.56,0.9782022601963272,0.8
HSC08,3.12,0.7904558200974128,0.8
HSC08,6.25,0.646157631815704,0.8
HSC08,12.5,0.6072312225340927,0.8
HSC012,0.2,1,0.8
HSC012,0.39,1.0876913210877293,0.8
HSC012,0.78,1.021736371441788,0.8
HSC012,1.56,0.9213653679527891,0.8
HSC012,3.12,0.8402346096297475,0.8
HSC012,6.25,0.654135316370931,0.8
HSC012,12.5,0.6019113519385345,0.8
HSC014,0.2,1,0.8
HSC014,0.39,1.0772809536923318,0.8
HSC014,0.78,1.1225835236513089,0.8
HSC014,1.56,0.943958323955258,0.8
HSC014,3.12,0.5884420754974513,0.8
HSC014,6.25,0.5614615318305572,0.8
HSC014,12.5,0.5924068896227251,0.8
HSC015,0.2,1,0.8
HSC015,0.39,0.96898426799128,0.8
HSC015,0.78,1.1622261216744705,0.8
HSC015,1.56,0.9837119213221374,0.8
HSC015,3.12,0.8218422347409174,0.8
HSC015,6.25,0.6003193464188223,0.8
HSC015,12.5,0.6644735718818919,0.8
HSC020,0.2,1,0.8
HSC020,0.39,1.0666335905999993,0.8
HSC020,0.78,1.1536874034552291,0.8
HSC020,1.56,0.8482627302668949,0.8
HSC020,3.12,0.6049110369540338,0.8
HSC020,6.25,0.5458339548833414,0.8
HSC020,12.5,0.689427623813852,0.8
HSC028,0.2,1,0.8
HSC028,0.39,0.99587614698933,0.8
HSC028,0.78,1.1069428600120115,0.8
HSC028,1.56,0.9692196255551343,0.8
HSC028,3.12,0.8072335385564603,0.8
HSC028,6.25,0.7347757909995019,0.8
HSC028,12.5,0.772921855083452,0.8
HSC029,0.2,1,0.8
HSC029,0.39,0.8843548953497824,0.8
HSC029,0.78,0.9988125396107002,0.8
HSC029,1.56,0.8718900829012373,0.8
HSC029,3.12,0.6307516320264922,0.8
HSC029,6.25,0.5980811031511312,0.8
HSC029,12.5,0.5433808189187188,0.8
HSC030,0.2,1,0.8
HSC030,0.39,0.9565175013202619,0.8
HSC030,0.78,0.9839980266737293,0.8
HSC030,1.56,0.7518528720068541,0.8
HSC030,3.12,0.6324901971941475,0.8
HSC030,6.25,0.5742378800759042,0.8
HSC030,12.5,0.5323455551056655,0.8
HSC034,0.2,1,0.8
HSC034,0.39,0.9617591244360767,0.8
HSC034,0.78,0.965087712688227,0.8
HSC034,1.56,0.7875976007051944,0.8
HSC034,3.12,0.548832815084372,0.8
HSC034,6.25,0.5347850243404272,0.8
HSC034,12.5,0.553415402614417,0.8
HSC038,0.2,1,0.8
HSC038,0.39,0.9860997739602895,0.8
HSC038,0.78,1.1073130148343862,0.8
HSC038,1.56,0.9723784920389474,0.8
HSC038,3.12,0.7289029520461832,0.8
HSC038,6.25,0.7337188168593555,0.8
HSC038,12.5,0.6251620847379357,0.8
HSC041,0.2,1,0.4
HSC041,0.39,0.983907587040849,0.4
HSC041,0.78,0.9924382280809144,0.4
HSC041,1.56,0.8933244362569296,0.4
HSC041,3.12,0.7150854885581632,0.4
HSC041,6.25,0.6187413254584907,0.4
HSC041,12.5,0.6120425729299194,0.4
HSC042,0.2,1,0.8
HSC042,0.39,0.9805739293274212,0.8
HSC042,0.78,1.0230291723353262,0.8
HSC042,1.56,0.756182520429581,0.8
HSC042,3.12,0.6692685232296924,0.8
HSC042,6.25,0.6339338679275407,0.8
HSC042,12.5,0.6640770549473757,0.8
HSC043,0.2,1,0.8
HSC043,0.39,0.9922097520490247,0.8
HSC043,0.78,0.9430764154354296,0.8
HSC043,1.56,0.7829954433823003,0.8
HSC043,3.12,0.8123833697765702,0.8
HSC043,6.25,0.847936749055705,0.8
HSC043,12.5,0.7984880679888284,0.8
HSC044,0.2,1,0.8
HSC044,0.39,1.0425553607201339,0.8
HSC044,0.78,0.995031156144351,0.8
HSC044,1.56,0.7346347886556784,0.8
HSC044,3.12,0.7053509430510747,0.8
HSC044,6.25,0.7289462622411002,0.8
HSC044,12.5,0.728212754026197,0.8
HSC046,0.2,1,0.8
HSC046,0.39,1.079147608390019,0.8
HSC046,0.78,1.0610714783032675,0.8
HSC046,1.56,0.773102073536036,0.8
HSC046,3.12,0.747338419030056,0.8
HSC046,6.25,0.9103873067285579,0.8
HSC046,12.5,0.904289159632508,0.8
HSC047,0.2,1,0.8
HSC047,0.39,0.9730745183107165,0.8
HSC047,0.78,0.9431995700916046,0.8
HSC047,1.56,0.7492817675584069,0.8
HSC047,3.12,0.7135987128393106,0.8
HSC047,6.25,0.7248137678099814,0.8
HSC047,12.5,0.8450103776015664,0.8
HSC048,0.2,1,0.8
HSC048,0.39,1.0295580715240422,0.8
HSC048,0.78,1.0518197494031059,0.8
HSC048,1.56,0.9644684747390527,0.8
HSC048,3.12,0.9606979823481494,0.8
HSC048,6.25,0.8856315166046236,0.8
HSC048,12.5,0.8698670111992435,0.8
HSC050,0.2,1,0.8
HSC050,0.39,1.0002284334323555,0.8
HSC050,0.78,0.8909527117432722,0.8
HSC050,1.56,0.7037910405799186,0.8
HSC050,3.12,0.6855100181275459,0.8
HSC050,6.25,0.8090853490367405,0.8
HSC050,12.5,0.9903020560915387,0.8
HSC051,0.2,1,0.8
HSC051,0.39,0.9925834012006918,0.8
HSC051,0.78,0.9114905419700123,0.8
HSC051,1.56,0.762064112211872,0.8
HSC051,3.12,0.7005341934551559,0.8
HSC051,6.25,0.5773145193631345,0.8
HSC051,12.5,0.680875758802142,0.8
HSC054,0.2,1,0.8
HSC054,0.39,0.9932804585861652,0.8
HSC054,0.78,0.890632103785852,0.8
HSC054,1.56,0.8961995227389438,0.8
HSC054,3.12,0.8473083366994855,0.8
HSC054,6.25,0.6861947846926787,0.8
HSC054,12.5,0.6842770477005496,0.8
HSC055,0.2,1,0.8
HSC055,0.39,1.0171235684908093,0.8
HSC055,0.78,0.9343975238154407,0.8
HSC055,1.56,0.8808298663991718,0.8
HSC055,3.12,0.7176296705583154,0.8
HSC055,6.25,0.4864474104720144,0.8
HSC055,12.5,0.5746038164586482,0.8
HSC057,0.2,1,0.4
HSC057,0.39,0.8875987020026711,0.4
HSC057,0.78,0.8316569190494584,0.4
HSC057,1.56,0.7826858602391766,0.4
HSC057,3.12,0.8791387029459016,0.4
HSC057,6.25,0.8591565363983003,0.4
HSC057,12.5,0.7986473356228989,0.4
HSC058,0.2,1,0.4
HSC058,0.39,0.8640219452918357,0.4
HSC058,0.78,0.9091604389915904,0.4
HSC058,1.56,0.8558761585381752,0.4
HSC058,3.12,0.8667110099852093,0.4
HSC058,6.25,0.599570555853318,0.4
HSC058,12.5,0.5753574037590469,0.4
HSC059,0.2,1,0.8
HSC059,0.39,0.877931733199618,0.8
HSC059,0.78,0.7595174542323935,0.8
HSC059,1.56,0.7642260298350015,0.8
HSC059,3.12,0.7286913056637871,0.8
HSC059,6.25,0.6356256210817831,0.8
HSC059,12.5,0.6307968631704317,0.8
HSC062,0.2,1,0.8
HSC062,0.39,1.0205716738718962,0.8
HSC062,0.78,1.0036128897044108,0.8
HSC062,1.56,1.0380436335657948,0.8
HSC062,3.12,0.939993186616177,0.8
HSC062,6.25,0.7053166927210884,0.8
HSC062,12.5,0.6495954736393794,0.8
HSC063,0.2,1,0.8
HSC063,0.39,1.0410693204284218,0.8
HSC063,0.78,1.046378350701529,0.8
HSC063,1.56,0.8296577230157862,0.8
HSC063,3.12,0.7657583642310898,0.8
HSC063,6.25,0.6249159037561164,0.8
HSC063,12.5,0.7013342174605474,0.8
HSC074,0.2,1,0.8
HSC074,0.39,0.9936524316714805,0.8
HSC074,0.78,1.0681375930206969,0.8
HSC074,1.56,0.8701348890952548,0.8
HSC074,3.12,0.6931021409056061,0.8
HSC074,6.25,0.6618625716465144,0.8
HSC074,12.5,0.7487819812067278,0.8
HSC077,0.2,1,0.8
HSC077,0.39,1.0071458207029675,0.8
HSC077,0.78,1.0216581201503545,0.8
HSC077,1.56,0.9021524646016091,0.8
HSC077,3.12,0.8207331285464816,0.8
HSC077,6.25,0.73870674953621,0.8
HSC077,12.5,0.8329854927517715,0.8
HSC078,0.2,1,0.8
HSC078,0.39,1.017551018290496,0.8
HSC078,0.78,1.0070024499886294,0.8
HSC078,1.56,0.778406071219782,0.8
HSC078,3.12,0.637299861855617,0.8
HSC078,6.25,0.7349822103780592,0.8
HSC078,12.5,0.7989515570251762,0.8
HSC080,0.2,1,0.8
HSC080,0.39,0.9889646043949344,0.8
HSC080,0.78,0.9817823130591182,0.8
HSC080,1.56,0.9462966599253717,0.8
HSC080,3.12,0.8324587020967293,0.8
HSC080,6.25,0.6892251627737007,0.8
HSC080,12.5,0.6962575104848948,0.8
HSC081,0.2,1,0.8
HSC081,0.39,1.0868186186793904,0.8
HSC081,0.78,1.0780710984010966,0.8
HSC081,1.56,0.9306071986968781,0.8
HSC081,3.12,0.8306341599809193,0.8
HSC081,6.25,0.7548037381052798,0.8
HSC081,12.5,0.739699624319565,0.8
HSC082,0.2,1,0.8
HSC082,0.39,1.034377770787308,0.8
HSC082,0.78,1.0183162277082771,0.8
HSC082,1.56,0.8291165676345171,0.8
HSC082,3.12,0.6212151568128164,0.8
HSC082,6.25,0.6152215475261424,0.8
HSC082,12.5,0.6032104429182852,0.8
HSC090,0.2,1,0.8
HSC090,0.39,1.0560668336542263,0.8
HSC090,0.78,0.9546589063421739,0.8
HSC090,1.56,0.701006710332263,0.8
HSC090,3.12,0.6194252631680481,0.8
HSC090,6.25,0.792859559564323,0.8
HSC090,12.5,0.8335017084152044,0.8
HSC094,0.2,1,0.8
HSC094,0.39,0.9459877364028948,0.8
HSC094,0.78,0.9957550990507268,0.8
HSC094,1.56,0.8908709359999528,0.8
HSC094,3.12,0.7656544231519418,0.8
HSC094,6.25,0.6295969770160238,0.8
HSC094,12.5,0.7115852070773674,0.8
HSC097,0.2,1,0.4
HSC097,0.39,1.006371595038074,0.4
HSC097,0.78,1.0737825872933915,0.4
HSC097,1.56,0.8713019840670317,0.4
HSC097,3.12,0.6993160294602422,0.4
HSC097,6.25,0.5885529130056026,0.4
HSC097,12.5,0.76895291948888,0.4
HSC098,0.2,1,0.4
HSC098,0.39,0.9211597606990872,0.4
HSC098,0.78,0.9707673500855328,0.4
HSC098,1.56,0.9379684704690414,0.4
HSC098,3.12,0.6709103809327751,0.4
HSC098,6.25,0.573756276953426,0.4
HSC098,12.5,0.6614683825458251,0.4
HSC099,0.2,1,0.4
HSC099,0.39,1.087401576743796,0.4
HSC099,0.78,1.0145540900184353,0.4
HSC099,1.56,0.922846599991248,0.4
HSC099,3.12,0.662420174343102,0.4
HSC099,6.25,0.5707496513467863,0.4
HSC099,12.5,0.6312071982410332,0.4
HSC100,0.2,1,0.8
HSC100,0.39,1.030952858312828,0.8
HSC100,0.78,1.0176644163863258,0.8
HSC100,1.56,0.9630959138080307,0.8
HSC100,3.12,0.7893708197064974,0.8
HSC100,6.25,0.6645411781138487,0.8
HSC100,12.5,0.81130183477725,0.8
HSC105,0.2,1,0.8
HSC105,0.39,0.9965944202684967,0.8
HSC105,0.78,1.0298299868457927,0.8
HSC105,1.56,0.9931004707087617,0.8
HSC105,3.12,0.7589223832582015,0.8
HSC105,6.25,0.7046596774084558,0.8
HSC105,12.5,0.7711099358804977,0.8
