Strain,Enviro,OD,MIC50
A37,6.25,1.0165114455284276,0.8
A37,12.5,0.6824449869948607,0.8
A38,0.2,1.4474838698639658,0.4
A38,0.39,1.4927530405065836,0.4
A38,0.78,1.3299516897881325,0.4
A38,1.56,1.172264078716347,0.4
A38,3.12,1.0466002142843394,0.4
A38,6.25,0.9682174836346218,0.4
A38,12.5,0.7280393838362885,0.4
A39,0.2,1.5984247227982185,0.8
A39,0.39,1.5267920235045036,0.8
A39,0.78,1.5058392698568173,0.8
A39,1.56,1.288974487517767,0.8
A39,3.12,1.047979999714414,0.8
A39,6.25,0.9198429431108734,0.8
A39,12.5,0.6585008353391895,0.8
A40,0.2,1.5070505636699572,0.8
A40,0.39,1.5885724670908745,0.8
A40,0.78,1.4653616043023427,0.8
A40,1.56,1.2890401494427401,0.8
A40,3.12,1.141629702363761,0.8
A40,6.25,1.1241403272865937,0.8
A40,12.5,0.7522947975847034,0.8
A41,0.2,1.4282473924191577,0.8
A41,0.39,1.5119448307456946,0.8
A41,0.78,1.4573110677172714,0.8
A41,1.56,1.0852811575713424,0.8
A41,3.12,0.9832981332516191,0.8
A41,6.25,1.0161527227190517,0.8
A41,12.5,0.7727908993788377,0.8
A42,0.2,1.4341471256097558,0.8
A42,0.39,1.5300379951201157,0.8
A42,0.78,1.550153448197853,0.8
A42,1.56,1.2261432470102156,0.8
A42,3.12,1.0125156933566843,0.8
A42,6.25,1.0762506773019163,0.8
A42,12.5,0.7565663800019643,0.8
A43,0.2,1.4487973604832614,0.8
A43,0.39,1.464567819838121,0.8
A43,0.78,1.3570503940011671,0.8
A43,1.56,1.1476743542134151,0.8
A43,3.12,1.0342198142663968,0.8
A43,6.25,0.9677055827520776,0.8
A43,12.5,0.760927030387479,0.8
A44,0.2,1.4647514096926981,0.8
A44,0.39,1.5684445727841172,0.8
A44,0.78,1.5329354992495958,0.8
A44,1.56,1.4348270965497563,0.8
A44,3.12,1.4246578313591187,0.8
A44,6.25,1.3127959142621055,0.8
A44,12.5,1.1056596519773974,0.8
A45,0.2,1.4801420511838315,0.8
A45,0.39,1.4020045381795714,0.8
A45,0.78,1.1334163941639495,0.8
A45,1.56,0.9798173103816026,0.8
A45,3.12,0.8662809044996788,0.8
A45,6.25,0.9466356267770538,0.8
A45,12.5,0.8857005995124793,0.8
A46,0.2,1.540572699573771,0.8
A46,0.39,1.5007131729036565,0.8
A46,0.78,1.20715948236846,0.8
A46,1.56,1.0821099869328061,0.8
A46,3.12,0.9644853052886446,0.8
A46,6.25,0.9021168694401124,0.8
A46,12.5,0.8664777632409512,0.8
A47,0.2,1.6049654946260745,0.8
A47,0.39,1.5277558579257258,0.8
A47,0.78,1.2288878191720811,0.8
A47,1.56,1.235809494180437,0.8
A47,3.12,1.0481826609182234,0.8
A47,6.25,0.9240045152326039,0.8
A47,12.5,0.7980959507948954,0.8
A48,0.2,1.5240266487992429,0.8
A48,0.39,1.3383990715858998,0.8
A48,0.78,1.0431011140215891,0.8
A48,1.56,1.0453158487033214,0.8
A48,3.12,0.9929824884460907,0.8
A48,6.25,0.8503371695004417,0.8
A48,12.5,0.7642085985441844,0.8
A49,0.2,1.6136023563193727,0.4
A49,0.39,1.3658454868167509,0.4
A49,0.78,1.313395958379962,0.4
A49,1.56,1.2027005924338547,0.4
A49,3.12,1.2533829534704823,0.4
A49,6.25,1.1346999908756459,0.4
A49,12.5,0.9554385298032783,0.4
A50,0.2,1.4888968076953626,0.4
A50,0.39,1.1303368760451573,0.4
A50,0.78,1.13614317392919,0.4
A50,1.56,1.1029883715189153,0.4
A50,3.12,1.2786919944444324,0.4
A50,6.25,0.7891958380470506,0.4
A50,12.5,0.7224654870030203,0.4
A51,0.2,1.7935905898910407,0.8
A51,0.39,1.1220034571304527,0.8
A51,0.78,0.8986683107672989,0.8
A51,1.56,1.1445689535052002,0.8
A51,3.12,1.1750429182355833,0.8
A51,6.25,0.8286520042587371,0.8
A51,12.5,0.7173007698113858,0.8
A53,0.2,1.5269922466320778,0.8
A53,0.39,1.4018003855346943,0.8
A53,0.78,1.4319291739453432,0.8
A53,1.56,1.4043186126257337,0.8
A53,3.12,1.544170152860239,0.8
A53,6.25,1.2142824039340876,0.8
A53,12.5,1.0544649203349132,0.8
A54,0.2,1.5631081989535336,0.8
A54,0.39,1.309743958980538,0.8
A54,0.78,1.2536630204832,0.8
A54,1.56,0.9554980307833723,0.8
A54,3.12,1.1249408663573555,0.8
A54,6.25,1.0397394405375764,0.8
A54,12.5,0.8378160614116399,0.8
A55,0.2,1.4645377263185868,0.8
A55,0.39,1.3967400807725703,0.8
A55,0.78,1.0400915391916483,0.8
A55,1.56,0.8443314500654016,0.8
A55,3.12,0.910482795167696,0.8
A55,6.25,0.7477983785925963,0.8
A55,12.5,0.7048449033791158,0.8
A56,0.2,1.3998726624836977,0.8
A56,0.39,1.2575306790991898,0.8
A56,0.78,1.2331360971051253,0.8
A56,1.56,1.1738806108093123,0.8
A56,3.12,1.0800862608981403,0.8
A56,6.25,1.0621324926318816,0.8
A56,12.5,0.9345238706497293,0.8
A57,0.2,1.4811712270825867,0.8
A57,0.39,1.338654061381162,0.8
A57,0.78,1.2990589093786291,0.8
A57,1.56,1.1735473538321382,0.8
A57,3.12,0.9029804818148297,0.8
A57,6.25,0.9187170165850671,0.8
A57,12.5,0.9260142000470724,0.8
A58,0.2,1.5328734443518166,0.8
A58,0.39,1.47995515165911,0.8
A58,0.78,1.2652131690065274,0.8
A58,1.56,1.0181363879900849,0.8
A58,3.12,0.874950116531601,0.8
A58,6.25,0.9048148955759999,0.8
A58,12.5,0.8477050549472372,0.8
A59,0.2,1.4641457808611837,0.8
A59,0.39,1.4366401335430348,0.8
A59,0.78,1.2979721601849632,0.8
A59,1.56,1.1238203821374562,0.8
A59,3.12,0.9460974288856593,0.8
A59,6.25,0.9155524835213059,0.8
A59,12.5,0.81252027975498,0.8
A60,0.2,1.5447828802852734,0.8
A60,0.39,1.4789596936966143,0.8
A60,0.78,1.264610503775202,0.8
A60,1.56,0.9846592577911844,0.8
A60,3.12,0.889573131588082,0.8
A60,6.25,0.906305341392814,0.8
A60,12.5,0.854560798296242,0.8
A62,0.2,1.5418602326174575,0.8
A62,0.39,1.480616542319431,0.8
A62,0.78,1.126341910485956,0.8
A62,1.56,0.9327760864053316,0.8
A62,3.12,0.8840493547083614,0.8
A62,6.25,1.0172655569624631,0.8
A62,12.5,0.9578100036074446,0.8
A63,0.2,1.5819814560816372,0.8
A63,0.39,1.2736634662862787,0.8
A63,0.78,0.9607860865748615,0.8
A63,1.56,0.7344510890437264,0.8
A63,3.12,0.7696358149997257,0.8
A63,6.25,0.7648183464091733,0.8
A63,12.5,0.6396501892796402,0.8
A64,0.2,1.614176279250166,0.4
A64,0.39,1.5330168907243673,0.4
A64,0.78,1.3008151241198385,0.4
A64,1.56,0.9884512015517378,0.4
A64,3.12,1.0745967528886673,0.4
A64,6.25,1.0445263556276911,0.4
A64,12.5,0.998576947568189,0.4
A65,0.2,1.391442120383832,0.4
A65,0.39,1.1471991622963926,0.4
A65,0.78,0.812117719261106,0.4
A65,1.56,0.5626391136262403,0.4
A65,3.12,0.4517742768094873,0.4
A65,6.25,0.5465394974179042,0.4
A65,12.5,0.4821410325845601,0.4
A66,0.2,1.5590222283129862,0.4
A66,0.39,1.482599989495751,0.4
A66,0.78,1.205475635533162,0.4
A66,1.56,1.2176104780929013,0.4
A66,3.12,0.9012864922659857,0.4
A66,6.25,0.9813900878148274,0.4
A66,12.5,0.8229554018101397,0.4
A67,0.2,1.4817251814202193,0.8
A67,0.39,1.3703185748841946,0.8
A67,0.78,1.1885822291427957,0.8
A67,1.56,1.135604587164948,0.8
A67,3.12,0.9726023640939763,0.8
A67,6.25,0.8866864490603364,0.8
A67,12.5,0.8208866821400241,0.8
A68,0.2,1.4691560519910163,0.8
A68,0.39,1.3851379679459361,0.8
A68,0.78,1.2459629737643914,0.8
A68,1.56,1.213494153117199,0.8
A68,3.12,0.9381104520724951,0.8
A68,6.25,1.045618324882087,0.8
A68,12.5,0.9782755857619847,0.8
