Enviro,MIC50,OD,Activity_norm,Strain
32,1,1.2145363197144294,1.0529838658204291,HSC0041
4,1,1.4926312289468808,1.1325742989887284,HSC0041
8,1,1.4509030831800909,1.0892236713079493,HSC0041
0.5,1,1.4068382980303333,1,HSC0042
1,1,1.4638607506903374,1.1472477565519101,HSC0042
16,1,1.5966803955256124,1.0922575369370477,HSC0042
2,1,1.6585904869850454,1.142210906036712,HSC0042
32,1,1.5862068838125503,1.0480442383671082,HSC0042
4,1,1.7244572384249686,1.1584640379018536,HSC0042
8,1,1.7420682544165618,1.1150790284663779,HSC0042
0.5,>32,1.407109079842219,1,HSC0043
1,>32,1.5154598305599214,1.104027864190057,HSC0043
16,>32,1.7572981058806652,1.102355017322614,HSC0043
2,>32,1.680011905576487,1.159961738208752,HSC0043
32,>32,1.4258678663238156,0.9902813449741837,HSC0043
4,>32,1.6870652092935672,1.2216744451120527,HSC0043
8,>32,1.6869151390017145,1.0989130859819527,HSC0043
0.5,1,1.2593603401697842,1,HSC0044
1,1,1.4096010047973282,1.1222203999607194,HSC0044
16,1,1.5529806530848493,1.1198658034077558,HSC0044
2,1,1.48249930341007,1.1421843473371798,HSC0044
32,1,1.5398043830682147,1.1006191685739266,HSC0044
4,1,1.6672789480220467,1.23476317402691,HSC0044
8,1,1.5784755660756156,1.1198085517720833,HSC0044
0.5,1,1.4094573741260912,1,HSC0046
1,1,1.504674406060163,1.069821363933173,HSC0046
16,1,1.5807429023923512,1.0549460537698394,HSC0046
2,1,1.6570366756139736,1.1533961565136097,HSC0046
32,1,1.3816732244292405,0.9898291613809478,HSC0046
4,1,1.5476271996455644,1.1080139213934712,HSC0046
8,1,1.6001167148836688,1.1150544892998762,HSC0046
0.5,1,1.49259135199657,1,HSC0047
1,1,1.5802914547164024,0.9315730218556463,HSC0047
16,1,1.5852646339327943,0.9587464238576591,HSC0047
2,1,1.5404103829234141,1.0058747261747467,HSC0047
32,1,1.3643407110507733,0.9499649599994099,HSC0047
4,1,1.4789151091514923,1.0861160249810822,HSC0047
8,1,1.4859923257286654,0.9463402626697355,HSC0047
0.5,1,1.3592758620485554,1,HSC0048
1,1,1.6317331806002402,1.0367918247434522,HSC0048
16,1,1.57646279389891,1.0725796762582354,HSC0048
2,1,1.5948586347500275,1.0497566193811971,HSC0048
32,1,1.5996647553327517,1.0848937929021631,HSC0048
4,1,1.5963501894136316,1.0646036011392226,HSC0048
8,1,1.5991675704448838,1.0809422574044616,HSC0048
0.5,1,1.325482033658261,1,HSC0050
1,1,1.6256122695984743,1.1187422000690737,HSC0050
16,1,1.6591552975641182,1.1525236418316391,HSC0050
2,1,1.3854601622349239,1.0548149855263425,HSC0050
32,1,1.6755274897854444,1.1336486634299463,HSC0050
4,1,1.4895234132807194,1.0904533452316438,HSC0050
8,1,1.510847195344593,1.115535223374733,HSC0050
0.5,1,1.5323182939604514,1,HSC0051
1,1,1.709658184144224,1.0468219938554102,HSC0051
16,1,1.4633082009477616,1.0068573432884542,HSC0051
2,1,1.5656196760537842,1.0194235989434104,HSC0051
32,1,1.679646818113124,1.039487167683301,HSC0051
4,1,1.49516518574548,1.0241547283236185,HSC0051
8,1,1.6361544106562893,1.0318866465666927,HSC0051
0.5,1,1.461353747010052,1,HSC0054
1,1,1.7217975054801888,1.164392325415056,HSC0054
16,1,1.5810252425107978,1.0560745862542447,HSC0054
2,1,1.74387795143845,1.1452227490994753,HSC0054
32,1,1.5593215959716196,1.0051625725463322,HSC0054
4,1,1.6502056158544278,1.1204391107075105,HSC0054
8,1,1.6349829193234764,1.1104485289863977,HSC0054
0.5,1,1.3500283266216297,1,HSC0055
1,1,1.7535764936176832,1.187303666435319,HSC0055
16,1,1.7066802973784478,1.0681736825368977,HSC0055
2,1,1.5615504958547786,1.075950248525682,HSC0055
32,1,1.6040807540813724,0.9885426124188209,HSC0055
4,1,1.5649378615542415,1.0399996557999331,HSC0055
8,1,1.6098769131671207,1.092443044849427,HSC0055
0.5,1,1.4025761786102726,1,HSC0057
1,1,1.6123344057146176,1.15212294197717,HSC0057
16,1,1.558853448387565,1.0982385895130562,HSC0057
2,1,1.5250583208303945,1.099148752072647,HSC0057
32,1,1.4542430833646742,1.0450359303102639,HSC0057
4,1,1.5737689917626976,1.1558742153532977,HSC0057
8,1,1.6551997961350444,1.1800169559935691,HSC0057
0.5,1,1.3640120560161169,1,HSC0058
1,1,1.6426044464524558,1.1761974970286413,HSC0058
16,1,1.570690141762815,1.113459015579036,HSC0058
2,1,1.507150011808943,1.110027727290565,HSC0058
32,1,1.3326736495307152,1.0114751570748723,HSC0058
4,1,1.5527331485149818,1.1468139304006149,HSC0058
8,1,1.5817405991460973,1.1492353476377222,HSC0058
0.5,>32,1.3749725258497845,1,HSC0059
1,>32,1.8796603066913722,1.149226442804268,HSC0059
16,>32,2.0583240400779084,1.1252975781900592,HSC0059
2,>32,1.695672862536464,1.113464752247307,HSC0059
32,>32,1.8762531317996145,1.0668120014850968,HSC0059
4,>32,1.5808936583703814,1.102953569284286,HSC0059
8,>32,1.5994201718443135,1.0906918278548212,HSC0059
0.5,1,1.4163842901114814,1,HSC0062
1,1,1.5635308489297342,1.1124582312075588,HSC0062
16,1,1.5051796273293925,1.1041392952667421,HSC0062
2,1,1.5806133804707039,1.1664600054949055,HSC0062
32,1,1.3934666364104777,1.0617552686041758,HSC0062
4,1,1.5982878809264596,1.194234744674844,HSC0062
8,1,1.655201463733749,1.183092970265432,HSC0062
0.5,2,1.389140221492749,1,HSC0063
1,2,1.6852230350810788,1.1468442988927434,HSC0063
16,2,1.6790087571125671,1.0489451002477912,HSC0063
2,2,1.4451473849557914,1.0987361954472776,HSC0063
32,2,1.5004465927009019,0.9952044010077815,HSC0063
4,2,1.5244384253641432,1.1388673895568324,HSC0063
8,2,1.6550169244493258,1.1219288520340298,HSC0063
0.5,1,1.3126464839692287,1,HSC0074
1,1,1.5779079589433398,1.1003755597404319,HSC0074
16,1,1.4262495519865792,1.0380679323299504,HSC0074
2,1,1.2669350413378664,1.0528741400482238,HSC0074
32,1,1.4348063737599377,1.1363249253619927,HSC0074
4,1,1.2332707030453116,1.0188289452259536,HSC0074
8,1,1.2796576842377283,1.020682801587643,HSC0074
0.5,>32,1.3441485916401563,1,HSC0077
1,>32,1.4604247821287586,0.9808230955913186,HSC0077
16,>32,1.5297056864817526,0.949287195191145,HSC0077
2,>32,1.4174174487267874,0.9573634359615315,HSC0077
32,>32,1.5096877276619258,0.9212770762195085,HSC0077
4,>32,1.422734719038304,0.936674814802338,HSC0077
8,>32,1.4537781942393633,0.9289569777861095,HSC0077
0.5,1,1.370902315402398,1,HSC0078
1,1,1.5499024926884193,1.104024690956332,HSC0078
16,1,1.561384991270718,1.2025563732950155,HSC0078
2,1,1.4676934384212856,1.1808740618278821,HSC0078
32,1,1.5178501193451923,1.0708745122521375,HSC0078
4,1,1.5756852809161577,1.1674700033550671,HSC0078
8,1,1.5510296091136755,1.170820055812259,HSC0078
0.5,1,1.4442570726928763,1,HSC0080
1,1,1.5271977133599561,1.151931278929104,HSC0080
16,1,1.6185121687097699,1.215743830949738,HSC0080
2,1,1.4727280426141722,1.1559256322205942,HSC0080
32,1,1.6904472243652564,1.131475927596676,HSC0080
4,1,1.7071151031146983,1.2378428174088991,HSC0080
8,1,1.5885259370839793,1.202049669787507,HSC0080
0.5,1,1.3107145674887386,1,HSC0081
1,1,1.368121415985503,1.1610554394470196,HSC0081
16,1,1.3817217295691606,1.137391592877588,HSC0081
2,1,1.4050150843257012,1.193224886733172,HSC0081
32,1,1.4168120414120782,0.998409291844174,HSC0081
4,1,1.5534162960810811,1.2315983042765173,HSC0081
8,1,1.5238111935840584,1.2126676227559738,HSC0081
0.5,4,1.3590943321771967,1,HSC0082
1,4,1.5167014147163316,1.1530611689081893,HSC0082
16,4,1.537490299633634,1.0887998449366925,HSC0082
2,4,1.4879998054360417,1.138346542613596,HSC0082
32,4,1.4172168893162294,0.94984534858175,HSC0082
4,4,1.584319241090949,1.175062068831527,HSC0082
8,4,1.5541789546537523,1.0959395806500858,HSC0082
0.5,1,1.308244655049533,1,HSC0090
1,1,1.5054737890628056,1.1919195538072775,HSC0090
16,1,1.623867181344338,1.1648293773366931,HSC0090
2,1,1.4702493087145814,1.140787167517205,HSC0090
32,1,1.5061726874824133,1.0523311552299597,HSC0090
4,1,1.497436457237318,1.1527458145704375,HSC0090
8,1,1.5924866423039554,1.162321134914535,HSC0090
0.5,1,1.3416907812901695,1,HSC0094
1,1,1.431729212204242,1.1202961390406831,HSC0094
16,1,1.5437455278296233,1.1270409713874692,HSC0094
2,1,1.3173024189008458,1.0985978900392523,HSC0094
32,1,1.5613278355986704,1.0384086019620395,HSC0094
4,1,1.2822086997650461,1.0705540687846704,HSC0094
8,1,1.453210822099489,1.134302760822478,HSC0094
0.5,1,1.4992021119901322,1,HSC0097
1,1,1.5671197433721393,1.0762494401870835,HSC0097
16,1,1.7059635390877377,1.0518435564673163,HSC0097
2,1,1.5101832572634135,1.035716700653186,HSC0097
32,1,1.5489933323388463,0.9220364749913131,HSC0097
4,1,1.5495950389291628,1.0836951461003324,HSC0097
8,1,1.5781761019692104,1.0289675719636373,HSC0097
0.5,>32,1.034408388262022,1,HSC0098
1,>32,1.2078964990945391,1.1911878290267202,HSC0098
16,>32,1.4433577074741828,1.17409439740429,HSC0098
2,>32,1.1266367885939554,1.1812915048137635,HSC0098
32,>32,1.428915599196239,1.10546650494032,HSC0098
4,>32,0.9744462171839761,1.1113273243385677,HSC0098
8,>32,1.2365979041532378,1.1885618216181786,HSC0098
0.5,>32,1.3859158641128817,1,HSC0099
1,>32,1.5337026412199382,1.0718808159948572,HSC0099
16,>32,1.578439495882267,1.021493643355492,HSC0099
2,>32,1.4135854794242642,1.0185516826658618,HSC0099
32,>32,1.5587863111751166,0.9681149041272328,HSC0099
4,>32,1.4932325963953461,1.0610944752963138,HSC0099
8,>32,1.5093947548716211,1.0923994466925706,HSC0099
0.5,1,1.320537814103996,1,HSC00100
1,1,1.4377884926867432,1.0522633856790538,HSC00100
16,1,1.5035358809764108,1.070234324623315,HSC00100
2,1,1.4112649998655116,1.071835992574922,HSC00100
32,1,1.5523026204228558,1.0366584395480125,HSC00100
4,1,1.4457174733449423,1.0796702675486454,HSC00100
8,1,1.4681010559110086,1.0792198984438988,HSC00100
0.5,>32,1.308692414029081,1,HSC00105
1,>32,1.4779492453498013,1.055620280418519,HSC00105
16,>32,1.6048715937048215,1.0243344653405997,HSC00105
2,>32,1.4735698160774873,1.0369200434743717,HSC00105
32,>32,1.7047063610051603,1.005858957675689,HSC00105
4,>32,1.529772491738848,1.0154098187423626,HSC00105
8,>32,1.6092510229771353,1.0346198686726376,HSC00105
