Strain,Enviro,Activity_norm,MIC50
A50,12.5,0.5724634770156213,0.390625
A51,0.2,1,0.78125
A51,0.39,0.8775153296481157,0.78125
A51,0.78,0.7587248956520121,0.78125
A51,1.56,0.7634218841277055,0.78125
A51,3.12,0.7277679197261205,0.78125
A51,6.25,0.6344257323790776,0.78125
A51,12.5,0.6295958385946299,0.78125
A52,0.2,1,0.390625
A52,0.39,0.855448791367618,0.390625
A52,0.78,0.9263527647918727,0.390625
A52,1.56,0.8283628545553471,0.390625
A52,3.12,0.6645302910217712,0.390625
A52,6.25,0.5908267588164514,0.390625
A52,12.5,0.677164620135055,0.390625
A53,0.2,1,0.78125
A53,0.39,1.0207087483822106,0.78125
A53,0.78,1.003671421299379,0.78125
A53,1.56,1.038273538090615,0.78125
A53,3.12,0.9396290240445668,0.78125
A53,6.25,0.7037632590545558,0.78125
A53,12.5,0.6477429903833336,0.78125
A54,0.2,1,0.78125
A54,0.39,1.041186873840676,0.78125
A54,0.78,1.0465163482895676,0.78125
A54,1.56,0.8290533421518237,0.78125
A54,3.12,0.7649166063284064,0.78125
A54,6.25,0.6236263844621689,0.78125
A54,12.5,0.7003206651622969,0.78125
A55,0.2,1,0.78125
A55,0.39,0.9935527712546285,0.78125
A55,0.78,1.068741241963155,0.78125
A55,1.56,0.8688746941659345,0.78125
A55,3.12,0.6901414970631422,0.78125
A55,6.25,0.6585693850324591,0.78125
A55,12.5,0.7462906069550348,0.78125
A56,0.2,1,0.78125
A56,0.39,1.0071637079975437,0.78125
A56,0.78,1.0217599761780227,0.78125
A56,1.56,0.9016987631680088,0.78125
A56,3.12,0.81987028950198,0.78125
A56,6.25,0.7375070593814019,0.78125
A56,12.5,0.8322321151026919,0.78125
A57,0.2,1,0.78125
A57,0.39,1.0176127345062953,0.78125
A57,0.78,1.0070370266244895,0.78125
A57,1.56,0.7776795286388821,0.78125
A57,3.12,0.6360987504610902,0.78125
A57,6.25,0.7341074808475241,0.78125
A57,12.5,0.7982783611651343,0.78125
A58,0.2,1,0.78125
A58,0.39,0.9889157964329196,0.78125
A58,0.78,0.981693229004388,0.78125
A58,1.56,0.946069846892577,0.78125
A58,3.12,0.8317218266841359,0.78125
A58,6.25,0.6878526759100415,0.78125
A58,12.5,0.694901626634067,0.78125
A59,0.2,1,0.78125
A59,0.39,1.087104446006592,0.78125
A59,0.78,1.078324105837579,0.78125
A59,1.56,0.9303766073654717,0.78125
A59,3.12,0.8300637852525574,0.78125
A59,6.25,0.7539874349652304,0.78125
A59,12.5,0.738835125628647,0.78125
A60,0.2,1,0.78125
A60,0.39,1.034484109848025,0.78125
A60,0.78,1.0183705683536435,0.78125
A60,1.56,0.8285969301564349,0.78125
A60,3.12,0.6200505132142172,0.78125
A60,6.25,0.614031249413091,0.78125
A60,12.5,0.6019938478621268,0.78125
A61,0.2,1,0.78125
A61,0.39,1.0575040983984292,0.78125
A61,0.78,0.981252185105958,0.78125
A61,1.56,0.8771009482923456,0.78125
A61,3.12,0.8972201183379082,0.78125
A61,6.25,1.020564297754173,0.78125
A61,12.5,0.7800735620494332,0.78125
A62,0.2,1,0.78125
A62,0.39,1.0562765886819203,0.78125
A62,0.78,0.9544933309151771,0.78125
A62,1.56,0.6998931892206397,0.78125
A62,3.12,0.617999075603047,0.78125
A62,6.25,0.7920927326652232,0.78125
A62,12.5,0.8328943792071463,0.78125
A63,0.2,1,0.78125
A63,0.39,0.9456702670019191,0.78125
A63,0.78,0.9957477518186775,0.78125
A63,1.56,0.8902241768096675,0.78125
A63,3.12,0.7642422187354642,0.78125
A63,6.25,0.6273544494211484,0.78125
A63,12.5,0.7098424578918313,0.78125
A64,0.2,1,0.390625
A64,0.39,1.006393745191109,0.390625
A64,0.78,1.0740752799963547,0.390625
A64,1.56,0.8707892209478694,0.390625
A64,3.12,0.6981147503576512,0.390625
A64,6.25,0.5869010152952511,0.390625
A64,12.5,0.7680327468678447,0.390625
A65,0.2,1,0.390625
A65,0.39,0.9205781760561905,0.390625
A65,0.78,0.9705921183698024,0.390625
A65,1.56,0.9375944698919505,0.390625
A65,3.12,0.6686267032199085,0.390625
A65,6.25,0.5707384746679146,0.390625
A65,12.5,0.6590099524405902,0.390625
A66,0.2,1,0.390625
A66,0.39,1.087733035104452,0.390625
A66,0.78,1.0146129362747285,0.390625
A66,1.56,0.9225539975658462,0.390625
A66,3.12,0.6611359743688998,0.390625
A66,6.25,0.5691272963385571,0.390625
A66,12.5,0.6298342725512079,0.390625
A67,0.2,1,0.78125
A67,0.39,1.03110054432468,0.78125
A67,0.78,1.0177820396124093,0.78125
A67,1.56,0.9628950211840788,0.78125
A67,3.12,0.7881908889480843,0.78125
A67,6.25,0.6626428219261422,0.78125
A67,12.5,0.8102637218891509,0.78125
A68,0.2,1,0.78125
A68,0.39,0.9965702046939938,0.78125
A68,0.78,1.0299901160891343,0.78125
A68,1.56,0.9930450952836412,0.78125
A68,3.12,0.7576164788984143,0.78125
A68,6.25,0.7030507686483805,0.78125
A68,12.5,0.7698759890707374,0.78125
