Strain,Enviro,MIC50,Mass,Mass_norm,Activity,Activity_norm
yAG58,1,>32,0.7802886054421768,1.5556636419797876,1.3368899659863944,1.079940321265889
yAG58,16,>32,0.7439552721088435,1.4832257705763359,1.2382899659863944,1.0013272835689369
yAG58,2,>32,0.8271552721088435,1.6491018504139645,1.362956632653061,1.1048734013755286
yAG58,32,>32,0.6963219387755102,1.3882590565987836,1.1714232993197278,0.9482471562978595
yAG58,4,>32,0.8415552721088435,1.6778111719243232,1.3585899659863945,1.1021176089826725
yAG58,8,>32,0.7850886054421768,1.5652334158165737,1.308923299319728,1.0609191490263645
HSC002,0,1,0.27152193877551023,1.0302270237064322,0.683823299319728,1
HSC002,1,1,0.2813219387755102,1.0674108508323514,0.7389566326530612,1.083271344464735
HSC002,16,1,0.3159219387755102,1.1986925261952912,0.7065899659863946,1.038181228144881
HSC002,2,1,0.2992886054421769,1.1355812005632036,0.7945566326530613,1.172206899627904
HSC002,32,1,0.3570219387755102,1.3546369440397081,0.7640232993197279,1.128303816214727
HSC002,4,1,0.30445527210884354,1.1551849189459162,0.7594899659863946,1.1432984253601415
HSC002,8,1,0.31142193877551017,1.1816183198619608,0.7829232993197279,1.1533079552756258
HSC007,0,1,0.5651886054421769,1.769990296050354,2.312789965986395,1
HSC007,1,1,0.6079219387755102,1.9038174549661107,2.4799566326530615,1.0727910092434627
HSC007,16,1,0.5100219387755102,1.5972259060304028,2.022723299319728,0.8748433421753266
HSC007,2,1,0.5564552721088436,1.7426402838538424,2.2789566326530615,0.9867448460632311
HSC007,32,1,0.4617552721088435,1.4460701134328866,1.933523299319728,0.83696599579396
HSC007,4,1,0.46325527210884354,1.450767634611677,2.038623299319728,0.8824372693187755
HSC007,8,1,0.5670552721088435,1.7758361001839598,2.2551566326530614,0.9755400005383185
HSC008,0,1,0.6198552721088435,1.3602885577858277,1.915723299319728,1
HSC008,1,1,0.6838219387755101,1.500665075759668,1.8540566326530612,0.9674734612577451
HSC008,16,1,0.6606886054421768,1.449898372542448,1.7110566326530612,0.8916486850689517
HSC008,2,1,0.7406886054421769,1.625460458596235,1.857123299319728,0.9657261848773703
HSC008,32,1,0.6139552721088435,1.347340853939361,1.6269899659863944,0.8474501774111359
HSC008,4,1,0.7517219387755102,1.6496733962978196,1.7554232993197278,0.9109832392765076
HSC008,8,1,0.7432886054421768,1.6311662263929827,1.7996566326530612,0.9342235840814634
HSC012,0,1,0.6051219387755102,1.3190375568579913,1.3838566326530612,1
HSC012,1,1,0.6041886054421769,1.317003088033038,1.4253899659863944,1.0342451653624383
HSC012,16,1,0.6169552721088435,1.3448317151743645,1.2948899659863944,0.9384688579476729
HSC012,2,1,0.6472219387755102,1.4108066327835669,1.3995899659863944,1.0153494689299074
HSC012,32,1,0.6428886054421769,1.4013608846677121,1.3319899659863945,0.9664554110677265
HSC012,4,1,0.6779219387755101,1.477726125204355,1.3276566326530612,0.9551667871646242
HSC012,8,1,0.7016886054421768,1.5295324206397751,1.4320232993197277,1.0352739507398894
HSC014,0,1,0.5646552721088436,1.5239644696099681,1.6222899659863945,1
HSC014,1,1,0.5763886054421768,1.555631902809181,1.553323299319728,0.9554793703751611
HSC014,16,1,0.5921552721088434,1.5981850161706235,1.5552566326530612,0.959135179473926
HSC014,2,1,0.5878886054421768,1.5866695859163642,1.5173566326530612,0.9363581619307714
HSC014,32,1,0.6067219387755102,1.6374994147730557,1.611423299319728,0.9950385535460528
HSC014,4,1,0.6089552721088435,1.6435270227967695,1.460623299319728,0.9032360156666183
HSC014,8,1,0.6216552721088435,1.6778034206629633,1.5711899659863944,0.9695968401200263
HSC015,0,1,0.5767886054421769,1.4356709203910392,2.0266566326530615,1
HSC015,1,1,0.5901886054421769,1.469024544494781,1.9311566326530611,0.9533584305443942
HSC015,16,1,0.5632219387755102,1.4019024502163548,1.9138899659863946,0.944918512633149
HSC015,2,1,0.5743552721088435,1.4296141677552847,1.940156632653061,0.9575034360252198
HSC015,32,1,0.5590219387755102,1.3914483292286148,1.9054232993197278,0.9403655410440773
HSC015,4,1,0.5990886054421768,1.491177324683087,1.801356632653061,0.8891285026818516
HSC015,8,1,0.5778219387755101,1.4382429660308795,1.9430232993197278,0.9591083817816518
HSC020,0,1,0.5331886054421768,1.4814391816607015,1.4629899659863945,1
HSC020,1,1,0.5291552721088435,1.4702327568202027,1.4490566326530612,0.9994121073896038
HSC020,16,1,0.5837886054421768,1.6220288751142329,1.5192899659863945,1.0501971247048527
HSC020,2,1,0.5246219387755102,1.4576371057598074,1.4408232993197279,0.9933065061473507
HSC020,32,1,0.6019219387755101,1.6724114793558145,1.5098566326530611,1.0391711117618596
HSC020,4,1,0.5200552721088435,1.4449488396180854,1.335756632653061,0.9222218013200143
HSC020,8,1,0.5881219387755101,1.6340688356866695,1.5072899659863945,1.0399928163059164
HSC028,0,1,0.7193886054421769,1.5489973275250275,1.3743899659863945,1
HSC028,1,1,0.6922219387755102,1.4905016914444913,1.3809566326530611,1.007132124895951
HSC028,16,1,0.7563552721088435,1.6285944568665174,1.5029566326530612,1.0954263372688282
HSC028,2,1,0.7721219387755102,1.662543457929209,1.4309232993197278,1.0413156243350594
HSC028,32,1,0.7778219387755102,1.6748167754381313,1.558956632653061,1.1470931351183087
HSC028,4,1,0.7109219387755101,1.5307667857281486,1.3729566326530611,1.0030303647511003
HSC028,8,1,0.7323886054421768,1.5769891042997624,1.4037232993197277,1.0286393768278874
HSC029,0,1,0.5488886054421769,1.355365879265092,1.0457232993197279,1
HSC029,1,1,0.6022886054421769,1.487226036745407,1.1163232993197278,1.0745344374798516
HSC029,16,1,0.6820219387755102,1.6841108661417326,1.1654899659863944,1.1320153780832238
HSC029,2,1,0.6245552721088435,1.5422089238845147,1.1044232993197278,1.0674848051413413
HSC029,32,1,0.7239219387755101,1.7875741732283466,1.2094899659863945,1.1807888756840819
HSC029,4,1,0.5689219387755102,1.4048340157480317,1.0405899659863946,0.999798522623994
HSC029,8,1,0.6183886054421768,1.526981627296588,1.1016566326530612,1.0645843118683411
HSC030,0,1,0.6202552721088435,1.4984658304196161,1.977123299319728,1
HSC030,1,1,0.6697219387755102,1.6179716421037929,2.121023299319728,1.0733497415375974
HSC030,16,1,0.7109552721088435,1.7175866616815056,2.123023299319728,1.0711723573868301
HSC030,2,1,0.6988219387755101,1.6882739154193491,2.0807566326530615,1.051201834391314
HSC030,32,1,0.6555886054421769,1.5838271244797424,1.9826899659863946,1.0010374516293603
HSC030,4,1,0.6775219387755101,1.636815550415179,2.0803899659863947,1.0503789022384473
HSC030,8,1,0.6812219387755102,1.6457543274346826,2.089689965986395,1.053963705917125
HSC034,0,1,0.38755527210884355,1.0668386660636857,1.715323299319728,1
HSC034,1,1,0.5797886054421768,1.5960069361542357,1.9531899659863945,1.1430652073589627
HSC034,16,1,0.5937552721088435,1.6344535297328624,1.9984899659863946,1.1615508407996331
HSC034,2,1,0.6052552721088436,1.6661100327987963,2.0053899659863945,1.1702563001482567
HSC034,32,1,0.5656886054421768,1.5571933106560039,1.8096899659863945,1.0531195323005917
HSC034,4,1,0.5568219387755102,1.5327856880022697,1.9799899659863944,1.1503571216061932
HSC034,8,1,0.5777552721088436,1.5904096993802592,1.8771566326530613,1.090469563466748
HSC038,0,1,0.6644552721088435,1.38542750417898,1.403456632653061,1
HSC038,1,1,0.7572219387755101,1.5788513460323268,1.5138232993197278,1.072493783154241
HSC038,16,1,0.7947886054421768,1.6571800092621944,1.5577232993197279,1.106242438899874
HSC038,2,1,0.7677886054421769,1.6008834545007105,1.4852232993197279,1.0620323655085184
HSC038,32,1,0.6708886054421769,1.3988413746344945,1.4210899659863945,1.0115785255313672
HSC038,4,1,0.7981886054421768,1.664269205046974,1.5711232993197277,1.117082709195338
HSC038,8,1,0.7948552721088434,1.6573190131011117,1.4896232993197278,1.0566268643898433
HSC041,0,1,0.4558219387755102,1.2694692658842741,1.6177899659863946,1
HSC041,1,1,0.5161219387755103,1.437405449338844,1.749823299319728,1.079021645876462
HSC041,16,1,0.48918860544217685,1.3623958107366922,1.7839232993197278,1.096874959735238
HSC041,2,1,0.5787886054421768,1.6119328262844441,1.7505899659863946,1.084366375490606
HSC041,32,1,0.4354219387755102,1.2126550346658127,1.7031232993197278,1.052930866459515
HSC041,4,1,0.5353886054421768,1.4910633343785016,1.8464232993197278,1.1324503568991402
HSC041,8,1,0.5203886054421769,1.4492881643649274,1.7655899659863947,1.0891370562404121
HSC042,0,1,0.6032886054421769,1.4054458925021218,2.1658899659863944,1
HSC042,1,1,0.6277886054421769,1.4625220979130695,2.495523299319728,1.1471410484442748
HSC042,16,1,0.6848552721088436,1.5954669464348965,2.374556632653061,1.09219121490294
HSC042,2,1,0.7114552721088435,1.6574353980239256,2.4455566326530613,1.1420937140992784
HSC042,32,1,0.6803552721088435,1.5849835617675794,2.2534566326530614,1.0480017624784668
HSC042,4,1,0.7397552721088435,1.7233642393761632,2.508889965986395,1.1583446094669525
HSC042,8,1,0.7473219387755102,1.7409918565575038,2.4195899659863946,1.1149939837269431
HSC043,0,>32,0.6239219387755102,1.4057626651032866,2.195723299319728,1
HSC043,1,>32,0.6720552721088435,1.5142121981967485,2.4171232993197282,1.1039489818353367
HSC043,16,>32,0.7794886054421768,1.7562709552329168,2.4277566326530615,1.1022824723785332
HSC043,2,>32,0.7451552721088435,1.6789142938158352,2.5418899659863947,1.1598424239529839
HSC043,32,>32,0.6322552721088435,1.4245385537967528,2.1709899659863945,0.9902871246208913
HSC043,4,>32,0.7482886054421768,1.6859740279645787,2.693889965986395,1.2215153674368486
HSC043,8,>32,0.7482219387755101,1.685823820855031,2.417623299319728,1.098842180074449
HSC044,0,1,0.5372552721088435,1.2578213155784472,2.2034899659863947,1
HSC044,1,1,0.6014886054421769,1.4082043086018345,2.4673566326530616,1.122129354197004
HSC044,16,1,0.6627886054421769,1.551719785597169,2.459223299319728,1.119775571331626
HSC044,2,1,0.6326552721088435,1.4811716663998975,2.5156232993197283,1.1420803626209493
HSC044,32,1,0.6571552721088435,1.5385310332251125,2.414423299319728,1.100542157393195
HSC044,4,1,0.7116552721088435,1.6661263594281424,2.721123299319728,1.2345923427475587
HSC044,8,1,0.6736886054421768,1.5772388508377748,2.461423299319728,1.119719091805775
HSC046,0,1,0.6244886054421769,1.408112075504402,1.5841232993197278,1
HSC046,1,1,0.6667552721088434,1.503415982102524,1.6930899659863945,1.069749881258173
HSC046,16,1,0.7005219387755102,1.5795538822475537,1.6705232993197279,1.054890107390741
HSC046,2,1,0.7343886054421769,1.6559172648214433,1.825323299319728,1.1532401576912885
HSC046,32,1,0.6121552721088435,1.380302575945013,1.5689232993197277,0.9898400619849671
HSC046,4,1,0.6858219387755101,1.5464079652051468,1.7536232993197278,1.1079037927968927
HSC046,8,1,0.7091219387755102,1.598945371129506,1.7638566326530611,1.1149366281316646
HSC047,0,1,0.5190552721088435,1.4909741701815427,1.565823299319728,1
HSC047,1,1,0.5496219387755101,1.5787762076859269,1.500723299319728,0.9316854349498411
HSC047,16,1,0.5513552721088435,1.583755167282686,1.5393566326530612,0.9588278892317172
HSC047,2,1,0.5357219387755102,1.5388487816888405,1.5809899659863946,1.0058733900397128
HSC047,32,1,0.47435527210884354,1.3625744621189695,1.484623299319728,0.9500242657304621
HSC047,4,1,0.5142886054421768,1.4772820312904553,1.6907899659863945,1.0860104825324532
HSC047,8,1,0.5167552721088435,1.4843674737935355,1.5204566326530613,0.9464363210018634
HSC048,0,1,0.5456219387755101,1.3577406601442779,1.7812899659863946,1
HSC048,1,1,0.6552219387755102,1.6304723187828034,1.847623299319728,1.036759214828417
HSC048,16,1,0.6329886054421768,1.575146279758504,1.9124899659863945,1.072515536473818
HSC048,2,1,0.6403886054421769,1.5935606435716894,1.8672899659863944,1.049710722609042
HSC048,32,1,0.6423219387755101,1.5983716034868456,1.932123299319728,1.084817479420825
HSC048,4,1,0.6409886054421768,1.5950537000970826,1.8964566326530612,1.0645457172744954
HSC048,8,1,0.6421219387755102,1.5978739179783812,1.9232899659863945,1.080868613332574
HSC050,0,1,0.5520552721088435,1.3239696677763357,1.4439232993197277,1
HSC050,1,1,0.6773219387755102,1.624391157125715,1.6064232993197278,1.1186023869668718
HSC050,16,1,0.6913219387755102,1.6579667360311807,1.6555232993197277,1.152346470383094
HSC050,2,1,0.5770886054421769,1.3840060005334895,1.5185232993197277,1.0547500534928256
HSC050,32,1,0.6981552721088435,1.6743548162112294,1.6382566326530612,1.1335010194560038
HSC050,4,1,0.6205219387755102,1.4881702369949694,1.5655566326530612,1.090345146249425
HSC050,8,1,0.6294219387755102,1.509514712156301,1.6044566326530612,1.1154013414839727
HSC051,0,1,0.6353552721088435,1.531000400793062,2.394756632653061,1
HSC051,1,1,0.7090219387755101,1.7085132052707974,2.5025566326530613,1.0467893542489548
HSC051,16,1,0.6066886054421768,1.4619230198650746,2.4102232993197283,1.0068524388962323
HSC051,2,1,0.6491886054421768,1.564334253217614,2.4453566326530614,1.0194117407622572
HSC051,32,1,0.6965552721088435,1.6784725768207192,2.490589965986395,1.0394611125192945
HSC051,4,1,0.6199219387755102,1.4938110666422966,2.455556632653061,1.0241393930950728
HSC051,8,1,0.6784886054421768,1.6349377623288945,2.4727899659863946,1.0318657616636548
HSC054,0,1,0.6452219387755103,1.4600511684935082,1.2251566326530612,1
HSC054,1,1,0.7604219387755101,1.7207333996799659,1.4087899659863945,1.1641548748243264
HSC054,16,1,0.6981552721088435,1.5798322399993228,1.2892232993197277,1.0559966947010186
HSC054,2,1,0.7701886054421768,1.7428340633771975,1.3971566326530611,1.1450241322313508
HSC054,32,1,0.6885552721088435,1.5581087207337845,1.2337899659863947,1.005159509801242
HSC054,4,1,0.7287552721088435,1.6490759576582255,1.3836232993197277,1.1202930812906524
HSC054,8,1,0.7220219387755101,1.6338393226178134,1.363156632653061,1.1103068411496577
HSC055,0,1,0.5966552721088435,1.3486254014163066,1.5596232993197279,1
HSC055,1,1,0.7753552721088435,1.7525426556480437,1.8116899659863945,1.1870762333593816
HSC055,16,1,0.7545886054421769,1.7056035679057622,1.6142566326530612,1.0680627527681523
HSC055,2,1,0.6903219387755102,1.5603410299168068,1.6412232993197278,1.0758418288112075
HSC055,32,1,0.7091552721088435,1.6029101865370141,1.5084899659863944,0.9885294277800722
HSC055,4,1,0.6918219387755101,1.5637314937184161,1.5866566326530611,1.0399300222613408
HSC055,8,1,0.7117219387755102,1.608711646819768,1.6493899659863944,1.0923041824209088
HSC057,0,1,0.6946886054421768,1.4013670018930673,1.2681232993197278,1
HSC057,1,1,0.7987552721088435,1.6112964458499692,1.4452566326530611,1.1519088277285654
