Strain,enviro.x,OD.x,enviro.y,OD.y,MIC50
A30,16,1.5995876427186908,8,1.6791191918379278,1
A30,16,1.5995876427186908,16,1.5995876427186908,1
A30,16,1.5995876427186908,32,1.6388591534137265,1
A30,32,1.6388591534137265,0.5,1.5254480630312668,1
A30,32,1.6388591534137265,1,1.557080950364568,1
A30,32,1.6388591534137265,2,1.5880847745974906,1
A30,32,1.6388591534137265,4,1.6448801859459172,1
A30,32,1.6388591534137265,8,1.6791191918379278,1
A30,32,1.6388591534137265,16,1.5995876427186908,1
A30,32,1.6388591534137265,32,1.6388591534137265,1
A31,0.5,1.4371281119399466,0.5,1.4371281119399466,1
A31,0.5,1.4371281119399466,1,1.4704481769776192,1
A31,0.5,1.4371281119399466,2,1.4310774533634538,1
A31,0.5,1.4371281119399466,4,1.4925786679354762,1
A31,0.5,1.4371281119399466,8,1.439697569691608,1
A31,0.5,1.4371281119399466,16,1.4033936182326514,1
A31,0.5,1.4371281119399466,32,1.392950015758157,1
A31,1,1.4704481769776192,0.5,1.4371281119399466,1
A31,1,1.4704481769776192,1,1.4704481769776192,1
A31,1,1.4704481769776192,2,1.4310774533634538,1
A31,1,1.4704481769776192,4,1.4925786679354762,1
A31,1,1.4704481769776192,8,1.439697569691608,1
A31,1,1.4704481769776192,16,1.4033936182326514,1
A31,1,1.4704481769776192,32,1.392950015758157,1
A31,2,1.4310774533634538,0.5,1.4371281119399466,1
A31,2,1.4310774533634538,1,1.4704481769776192,1
A31,2,1.4310774533634538,2,1.4310774533634538,1
A31,2,1.4310774533634538,4,1.4925786679354762,1
A31,2,1.4310774533634538,8,1.439697569691608,1
A31,2,1.4310774533634538,16,1.4033936182326514,1
A31,2,1.4310774533634538,32,1.392950015758157,1
A31,4,1.4925786679354762,0.5,1.4371281119399466,1
A31,4,1.4925786679354762,1,1.4704481769776192,1
A31,4,1.4925786679354762,2,1.4310774533634538,1
A31,4,1.4925786679354762,4,1.4925786679354762,1
A31,4,1.4925786679354762,8,1.439697569691608,1
A31,4,1.4925786679354762,16,1.4033936182326514,1
A31,4,1.4925786679354762,32,1.392950015758157,1
A31,8,1.439697569691608,0.5,1.4371281119399466,1
A31,8,1.439697569691608,1,1.4704481769776192,1
A31,8,1.439697569691608,2,1.4310774533634538,1
A31,8,1.439697569691608,4,1.4925786679354762,1
A31,8,1.439697569691608,8,1.439697569691608,1
A31,8,1.439697569691608,16,1.4033936182326514,1
A31,8,1.439697569691608,32,1.392950015758157,1
A31,16,1.4033936182326514,0.5,1.4371281119399466,1
A31,16,1.4033936182326514,1,1.4704481769776192,1
A31,16,1.4033936182326514,2,1.4310774533634538,1
A31,16,1.4033936182326514,4,1.4925786679354762,1
A31,16,1.4033936182326514,8,1.439697569691608,1
A31,16,1.4033936182326514,16,1.4033936182326514,1
A31,16,1.4033936182326514,32,1.392950015758157,1
A31,32,1.392950015758157,0.5,1.4371281119399466,1
A31,32,1.392950015758157,1,1.4704481769776192,1
A31,32,1.392950015758157,2,1.4310774533634538,1
A31,32,1.392950015758157,4,1.4925786679354762,1
A31,32,1.392950015758157,8,1.439697569691608,1
A31,32,1.392950015758157,16,1.4033936182326514,1
A31,32,1.392950015758157,32,1.392950015758157,1
A32,0.5,1.4830141958243586,0.5,1.4830141958243586,1
A32,0.5,1.4830141958243586,1,1.471820355828429,1
A32,0.5,1.4830141958243586,2,1.4592388497173017,1
A32,0.5,1.4830141958243586,4,1.4465648325318277,1
A32,0.5,1.4830141958243586,8,1.6354724463474313,1
A32,0.5,1.4830141958243586,16,1.6234460066823833,1
A32,0.5,1.4830141958243586,32,1.6737720311268929,1
A32,1,1.471820355828429,0.5,1.4830141958243586,1
A32,1,1.471820355828429,1,1.471820355828429,1
A32,1,1.471820355828429,2,1.4592388497173017,1
A32,1,1.471820355828429,4,1.4465648325318277,1
A32,1,1.471820355828429,8,1.6354724463474313,1
A32,1,1.471820355828429,16,1.6234460066823833,1
A32,1,1.471820355828429,32,1.6737720311268929,1
A32,2,1.4592388497173017,0.5,1.4830141958243586,1
A32,2,1.4592388497173017,1,1.471820355828429,1
A32,2,1.4592388497173017,2,1.4592388497173017,1
A32,2,1.4592388497173017,4,1.4465648325318277,1
A32,2,1.4592388497173017,8,1.6354724463474313,1
A32,2,1.4592388497173017,16,1.6234460066823833,1
A32,2,1.4592388497173017,32,1.6737720311268929,1
A32,4,1.4465648325318277,0.5,1.4830141958243586,1
A32,4,1.4465648325318277,1,1.471820355828429,1
A32,4,1.4465648325318277,2,1.4592388497173017,1
A32,4,1.4465648325318277,4,1.4465648325318277,1
A32,4,1.4465648325318277,8,1.6354724463474313,1
A32,4,1.4465648325318277,16,1.6234460066823833,1
A32,4,1.4465648325318277,32,1.6737720311268929,1
A32,8,1.6354724463474313,0.5,1.4830141958243586,1
A32,8,1.6354724463474313,1,1.471820355828429,1
A32,8,1.6354724463474313,2,1.4592388497173017,1
A32,8,1.6354724463474313,4,1.4465648325318277,1
A32,8,1.6354724463474313,8,1.6354724463474313,1
A32,8,1.6354724463474313,16,1.6234460066823833,1
A32,8,1.6354724463474313,32,1.6737720311268929,1
A32,16,1.6234460066823833,0.5,1.4830141958243586,1
A32,16,1.6234460066823833,1,1.471820355828429,1
A32,16,1.6234460066823833,2,1.4592388497173017,1
A32,16,1.6234460066823833,4,1.4465648325318277,1
A32,16,1.6234460066823833,8,1.6354724463474313,1
A32,16,1.6234460066823833,16,1.6234460066823833,1
A32,16,1.6234460066823833,32,1.6737720311268929,1
A32,32,1.6737720311268929,0.5,1.4830141958243586,1
A32,32,1.6737720311268929,1,1.471820355828429,1
A32,32,1.6737720311268929,2,1.4592388497173017,1
A32,32,1.6737720311268929,4,1.4465648325318277,1
A32,32,1.6737720311268929,8,1.6354724463474313,1
A32,32,1.6737720311268929,16,1.6234460066823833,1
A32,32,1.6737720311268929,32,1.6737720311268929,1
A33,0.5,1.5501594125273166,0.5,1.5501594125273166,1
A33,0.5,1.5501594125273166,1,1.4917146975908586,1
A33,0.5,1.5501594125273166,2,1.663606699680048,1
A33,0.5,1.5501594125273166,4,1.5319447406330093,1
A33,0.5,1.5501594125273166,8,1.5781268221288114,1
A33,0.5,1.5501594125273166,16,1.6296872516249012,1
A33,0.5,1.5501594125273166,32,1.6758693331207037,1
A33,1,1.4917146975908586,0.5,1.5501594125273166,1
A33,1,1.4917146975908586,1,1.4917146975908586,1
A33,1,1.4917146975908586,2,1.663606699680048,1
A33,1,1.4917146975908586,4,1.5319447406330093,1
A33,1,1.4917146975908586,8,1.5781268221288114,1
A33,1,1.4917146975908586,16,1.6296872516249012,1
A33,1,1.4917146975908586,32,1.6758693331207037,1
A33,2,1.663606699680048,0.5,1.5501594125273166,1
A33,2,1.663606699680048,1,1.4917146975908586,1
A33,2,1.663606699680048,2,1.663606699680048,1
A33,2,1.663606699680048,4,1.5319447406330093,1
A33,2,1.663606699680048,8,1.5781268221288114,1
A33,2,1.663606699680048,16,1.6296872516249012,1
A33,2,1.663606699680048,32,1.6758693331207037,1
A33,4,1.5319447406330093,0.5,1.5501594125273166,1
A33,4,1.5319447406330093,1,1.4917146975908586,1
A33,4,1.5319447406330093,2,1.663606699680048,1
A33,4,1.5319447406330093,4,1.5319447406330093,1
A33,4,1.5319447406330093,8,1.5781268221288114,1
A33,4,1.5319447406330093,16,1.6296872516249012,1
A33,4,1.5319447406330093,32,1.6758693331207037,1
A33,8,1.5781268221288114,0.5,1.5501594125273166,1
A33,8,1.5781268221288114,1,1.4917146975908586,1
A33,8,1.5781268221288114,2,1.663606699680048,1
A33,8,1.5781268221288114,4,1.5319447406330093,1
A33,8,1.5781268221288114,8,1.5781268221288114,1
A33,8,1.5781268221288114,16,1.6296872516249012,1
A33,8,1.5781268221288114,32,1.6758693331207037,1
A33,16,1.6296872516249012,0.5,1.5501594125273166,1
A33,16,1.6296872516249012,1,1.4917146975908586,1
A33,16,1.6296872516249012,2,1.663606699680048,1
A33,16,1.6296872516249012,4,1.5319447406330093,1
A33,16,1.6296872516249012,8,1.5781268221288114,1
A33,16,1.6296872516249012,16,1.6296872516249012,1
A33,16,1.6296872516249012,32,1.6758693331207037,1
A33,32,1.6758693331207037,0.5,1.5501594125273166,1
A33,32,1.6758693331207037,1,1.4917146975908586,1
A33,32,1.6758693331207037,2,1.663606699680048,1
A33,32,1.6758693331207037,4,1.5319447406330093,1
A33,32,1.6758693331207037,8,1.5781268221288114,1
A33,32,1.6758693331207037,16,1.6296872516249012,1
A33,32,1.6758693331207037,32,1.6758693331207037,1
A34,0.5,1.3568916575645336,0.5,1.3568916575645336,1
A34,0.5,1.3568916575645336,1,1.488620196222349,1
A34,0.5,1.3568916575645336,2,1.5435482011058825,1
A34,0.5,1.3568916575645336,4,1.4063104164492695,1
A34,0.5,1.3568916575645336,8,1.5283361039450234,1
A34,0.5,1.3568916575645336,16,1.6853085011346425,1
A34,0.5,1.3568916575645336,32,1.7886685342762616,1
A34,1,1.488620196222349,0.5,1.3568916575645336,1
A34,1,1.488620196222349,1,1.488620196222349,1
A34,1,1.488620196222349,2,1.5435482011058825,1
A34,1,1.488620196222349,4,1.4063104164492695,1
A34,1,1.488620196222349,8,1.5283361039450234,1
A34,1,1.488620196222349,16,1.6853085011346425,1
A34,1,1.488620196222349,32,1.7886685342762616,1
A34,2,1.5435482011058825,0.5,1.3568916575645336,1
A34,2,1.5435482011058825,1,1.488620196222349,1
A34,2,1.5435482011058825,2,1.5435482011058825,1
A34,2,1.5435482011058825,4,1.4063104164492695,1
A34,2,1.5435482011058825,8,1.5283361039450234,1
A34,2,1.5435482011058825,16,1.6853085011346425,1
A34,2,1.5435482011058825,32,1.7886685342762616,1
A34,4,1.4063104164492695,0.5,1.3568916575645336,1
A34,4,1.4063104164492695,1,1.488620196222349,1
A34,4,1.4063104164492695,2,1.5435482011058825,1
A34,4,1.4063104164492695,4,1.4063104164492695,1
A34,4,1.4063104164492695,8,1.5283361039450234,1
A34,4,1.4063104164492695,16,1.6853085011346425,1
A34,4,1.4063104164492695,32,1.7886685342762616,1
A34,8,1.5283361039450234,0.5,1.3568916575645336,1
A34,8,1.5283361039450234,1,1.488620196222349,1
A34,8,1.5283361039450234,2,1.5435482011058825,1
A34,8,1.5283361039450234,4,1.4063104164492695,1
A34,8,1.5283361039450234,8,1.5283361039450234,1
A34,8,1.5283361039450234,16,1.6853085011346425,1
A34,8,1.5283361039450234,32,1.7886685342762616,1
A34,16,1.6853085011346425,0.5,1.3568916575645336,1
A34,16,1.6853085011346425,1,1.488620196222349,1
A34,16,1.6853085011346425,2,1.5435482011058825,1
A34,16,1.6853085011346425,4,1.4063104164492695,1
A34,16,1.6853085011346425,8,1.5283361039450234,1
A34,16,1.6853085011346425,16,1.6853085011346425,1
A34,16,1.6853085011346425,32,1.7886685342762616,1
A34,32,1.7886685342762616,0.5,1.3568916575645336,1
A34,32,1.7886685342762616,1,1.488620196222349,1
A34,32,1.7886685342762616,2,1.5435482011058825,1
A34,32,1.7886685342762616,4,1.4063104164492695,1
A34,32,1.7886685342762616,8,1.5283361039450234,1
A34,32,1.7886685342762616,16,1.6853085011346425,1
A34,32,1.7886685342762616,32,1.7886685342762616,1
A35,0.5,1.4998188897510754,0.5,1.4998188897510754,1
A35,0.5,1.4998188897510754,1,1.619207991760298,1
A35,0.5,1.4998188897510754,2,1.6894416076996852,1
A35,0.5,1.4998188897510754,4,1.6380334970636385,1
A35,0.5,1.4998188897510754,8,1.646963544451121,1
A35,0.5,1.4998188897510754,16,1.7187257270604377,1
A35,0.5,1.4998188897510754,32,1.585096819757663,1
A35,1,1.619207991760298,0.5,1.4998188897510754,1
A35,1,1.619207991760298,1,1.619207991760298,1
A35,1,1.619207991760298,2,1.6894416076996852,1
A35,1,1.619207991760298,4,1.6380334970636385,1
A35,1,1.619207991760298,8,1.646963544451121,1
A35,1,1.619207991760298,16,1.7187257270604377,1
A35,1,1.619207991760298,32,1.585096819757663,1
A35,2,1.6894416076996852,0.5,1.4998188897510754,1
A35,2,1.6894416076996852,1,1.619207991760298,1
A35,2,1.6894416076996852,2,1.6894416076996852,1
A35,2,1.6894416076996852,4,1.6380334970636385,1
A35,2,1.6894416076996852,8,1.646963544451121,1
A35,2,1.6894416076996852,16,1.7187257270604377,1
A35,2,1.6894416076996852,32,1.585096819757663,1
A35,4,1.6380334970636385,0.5,1.4998188897510754,1
A35,4,1.6380334970636385,1,1.619207991760298,1
A35,4,1.6380334970636385,2,1.6894416076996852,1
A35,4,1.6380334970636385,4,1.6380334970636385,1
A35,4,1.6380334970636385,8,1.646963544451121,1
A35,4,1.6380334970636385,16,1.7187257270604377,1
A35,4,1.6380334970636385,32,1.585096819757663,1
A35,8,1.646963544451121,0.5,1.4998188897510754,1
A35,8,1.646963544451121,1,1.619207991760298,1
A35,8,1.646963544451121,2,1.6894416076996852,1
A35,8,1.646963544451121,4,1.6380334970636385,1
A35,8,1.646963544451121,8,1.646963544451121,1
A35,8,1.646963544451121,16,1.7187257270604377,1
A35,8,1.646963544451121,32,1.585096819757663,1
A35,16,1.7187257270604377,0.5,1.4998188897510754,1
A35,16,1.7187257270604377,1,1.619207991760298,1
A35,16,1.7187257270604377,2,1.6894416076996852,1
A35,16,1.7187257270604377,4,1.6380334970636385,1
A35,16,1.7187257270604377,8,1.646963544451121,1
A35,16,1.7187257270604377,16,1.7187257270604377,1
A35,16,1.7187257270604377,32,1.585096819757663,1
A35,32,1.585096819757663,0.5,1.4998188897510754,1
A35,32,1.585096819757663,1,1.619207991760298,1
A35,32,1.585096819757663,2,1.6894416076996852,1
A35,32,1.585096819757663,4,1.6380334970636385,1
A35,32,1.585096819757663,8,1.646963544451121,1
A35,32,1.585096819757663,16,1.7187257270604377,1
A35,32,1.585096819757663,32,1.585096819757663,1
A36,0.5,1.0688604139747295,0.5,1.0688604139747295,1
A36,0.5,1.0688604139747295,1,1.5974399201109821,1
A36,0.5,1.0688604139747295,2,1.6674650185483149,1
A36,0.5,1.0688604139747295,4,1.5342890132741729,1
A36,0.5,1.0688604139747295,8,1.5918489109425562,1
A36,0.5,1.0688604139747295,16,1.6358437371859067,1
A36,0.5,1.0688604139747295,32,1.5586694794840297,1
A36,1,1.5974399201109821,0.5,1.0688604139747295,1
A36,1,1.5974399201109821,1,1.5974399201109821,1
A36,1,1.5974399201109821,2,1.6674650185483149,1
A36,1,1.5974399201109821,4,1.5342890132741729,1
A36,1,1.5974399201109821,8,1.5918489109425562,1
A36,1,1.5974399201109821,16,1.6358437371859067,1
A36,1,1.5974399201109821,32,1.5586694794840297,1
A36,2,1.6674650185483149,0.5,1.0688604139747295,1
A36,2,1.6674650185483149,1,1.5974399201109821,1
A36,2,1.6674650185483149,2,1.6674650185483149,1
A36,2,1.6674650185483149,4,1.5342890132741729,1
A36,2,1.6674650185483149,8,1.5918489109425562,1
A36,2,1.6674650185483149,16,1.6358437371859067,1
A36,2,1.6674650185483149,32,1.5586694794840297,1
A36,4,1.5342890132741729,0.5,1.0688604139747295,1
A36,4,1.5342890132741729,1,1.5974399201109821,1
A36,4,1.5342890132741729,2,1.6674650185483149,1
A36,4,1.5342890132741729,4,1.5342890132741729,1
A36,4,1.5342890132741729,8,1.5918489109425562,1
A36,4,1.5342890132741729,16,1.6358437371859067,1
A36,4,1.5342890132741729,32,1.5586694794840297,1
A36,8,1.5918489109425562,0.5,1.0688604139747295,1
A36,8,1.5918489109425562,1,1.5974399201109821,1
A36,8,1.5918489109425562,2,1.6674650185483149,1
A36,8,1.5918489109425562,4,1.5342890132741729,1
A36,8,1.5918489109425562,8,1.5918489109425562,1
A36,8,1.5918489109425562,16,1.6358437371859067,1
A36,8,1.5918489109425562,32,1.5586694794840297,1
A36,16,1.6358437371859067,0.5,1.0688604139747295,1
A36,16,1.6358437371859067,1,1.5974399201109821,1
A36,16,1.6358437371859067,2,1.6674650185483149,1
A36,16,1.6358437371859067,4,1.5342890132741729,1
A36,16,1.6358437371859067,8,1.5918489109425562,1
A36,16,1.6358437371859067,16,1.6358437371859067,1
A36,16,1.6358437371859067,32,1.5586694794840297,1
A36,32,1.5586694794840297,0.5,1.0688604139747295,1
A36,32,1.5586694794840297,1,1.5974399201109821,1
A36,32,1.5586694794840297,2,1.6674650185483149,1
A36,32,1.5586694794840297,4,1.5342890132741729,1
A36,32,1.5586694794840297,8,1.5918489109425562,1
A36,32,1.5586694794840297,16,1.6358437371859067,1
A36,32,1.5586694794840297,32,1.5586694794840297,1
A37,0.5,1.3866907227182368,0.5,1.3866907227182368,1
A37,0.5,1.3866907227182368,1,1.5799515120210539,1
A37,0.5,1.3866907227182368,2,1.6019650478489351,1
A37,0.5,1.3866907227182368,4,1.6652973654357728,1
A37,0.5,1.3866907227182368,8,1.6583530323670403,1
A37,0.5,1.3866907227182368,16,1.6582141457056656,1
A37,0.5,1.3866907227182368,32,1.40009328554089,1
A37,1,1.5799515120210539,0.5,1.3866907227182368,1
A37,1,1.5799515120210539,1,1.5799515120210539,1
A37,1,1.5799515120210539,2,1.6019650478489351,1
A37,1,1.5799515120210539,4,1.6652973654357728,1
A37,1,1.5799515120210539,8,1.6583530323670403,1
A37,1,1.5799515120210539,16,1.6582141457056656,1
A37,1,1.5799515120210539,32,1.40009328554089,1
A37,2,1.6019650478489351,0.5,1.3866907227182368,1
A37,2,1.6019650478489351,1,1.5799515120210539,1
A37,2,1.6019650478489351,2,1.6019650478489351,1
A37,2,1.6019650478489351,4,1.6652973654357728,1
A37,2,1.6019650478489351,8,1.6583530323670403,1
A37,2,1.6019650478489351,16,1.6582141457056656,1
A37,2,1.6019650478489351,32,1.40009328554089,1
A37,4,1.6652973654357728,0.5,1.3866907227182368,1
A37,4,1.6652973654357728,1,1.5799515120210539,1
A37,4,1.6652973654357728,2,1.6019650478489351,1
A37,4,1.6652973654357728,4,1.6652973654357728,1
A37,4,1.6652973654357728,8,1.6583530323670403,1
A37,4,1.6652973654357728,16,1.6582141457056656,1
A37,4,1.6652973654357728,32,1.40009328554089,1
A37,8,1.6583530323670403,0.5,1.3866907227182368,1
A37,8,1.6583530323670403,1,1.5799515120210539,1
A37,8,1.6583530323670403,2,1.6019650478489351,1
A37,8,1.6583530323670403,4,1.6652973654357728,1
A37,8,1.6583530323670403,8,1.6583530323670403,1
A37,8,1.6583530323670403,16,1.6582141457056656,1
A37,8,1.6583530323670403,32,1.40009328554089,1
A37,16,1.6582141457056656,0.5,1.3866907227182368,1
A37,16,1.6582141457056656,1,1.5799515120210539,1
A37,16,1.6582141457056656,2,1.6019650478489351,1
A37,16,1.6582141457056656,4,1.6652973654357728,1
A37,16,1.6582141457056656,8,1.6583530323670403,1
A37,16,1.6582141457056656,16,1.6582141457056656,1
A37,16,1.6582141457056656,32,1.40009328554089,1
A37,32,1.40009328554089,0.5,1.3866907227182368,1
A37,32,1.40009328554089,1,1.5799515120210539,1
A37,32,1.40009328554089,2,1.6019650478489351,1
A37,32,1.40009328554089,4,1.6652973654357728,1
A37,32,1.40009328554089,8,1.6583530323670403,1
A37,32,1.40009328554089,16,1.6582141457056656,1
A37,32,1.40009328554089,32,1.40009328554089,1
A38,0.5,1.2712865979572636,0.5,1.2712865979572636,1
A38,0.5,1.2712865979572636,1,1.4390337439397596,1
A38,0.5,1.2712865979572636,2,1.6133646640321266,1
A38,0.5,1.2712865979572636,4,1.4926312289468808,1
A38,0.5,1.2712865979572636,8,1.4509030831800909,1
A38,0.5,1.2712865979572636,16,1.3641085399851678,1
A38,0.5,1.2712865979572636,32,1.2145363197144294,1
A38,1,1.4390337439397596,0.5,1.2712865979572636,1
A38,1,1.4390337439397596,1,1.4390337439397596,1
A38,1,1.4390337439397596,2,1.6133646640321266,1
A38,1,1.4390337439397596,4,1.4926312289468808,1
A38,1,1.4390337439397596,8,1.4509030831800909,1
A38,1,1.4390337439397596,16,1.3641085399851678,1
A38,1,1.4390337439397596,32,1.2145363197144294,1
A38,2,1.6133646640321266,0.5,1.2712865979572636,1
A38,2,1.6133646640321266,1,1.4390337439397596,1
A38,2,1.6133646640321266,2,1.6133646640321266,1
A38,2,1.6133646640321266,4,1.4926312289468808,1
A38,2,1.6133646640321266,8,1.4509030831800909,1
A38,2,1.6133646640321266,16,1.3641085399851678,1
A38,2,1.6133646640321266,32,1.2145363197144294,1
A38,4,1.4926312289468808,0.5,1.2712865979572636,1
A38,4,1.4926312289468808,1,1.4390337439397596,1
A38,4,1.4926312289468808,2,1.6133646640321266,1
A38,4,1.4926312289468808,4,1.4926312289468808,1
A38,4,1.4926312289468808,8,1.4509030831800909,1
A38,4,1.4926312289468808,16,1.3641085399851678,1
A38,4,1.4926312289468808,32,1.2145363197144294,1
A38,8,1.4509030831800909,0.5,1.2712865979572636,1
A38,8,1.4509030831800909,1,1.4390337439397596,1
A38,8,1.4509030831800909,2,1.6133646640321266,1
A38,8,1.4509030831800909,4,1.4926312289468808,1
A38,8,1.4509030831800909,8,1.4509030831800909,1
A38,8,1.4509030831800909,16,1.3641085399851678,1
A38,8,1.4509030831800909,32,1.2145363197144294,1
A38,16,1.3641085399851678,0.5,1.2712865979572636,1
A38,16,1.3641085399851678,1,1.4390337439397596,1
A38,16,1.3641085399851678,2,1.6133646640321266,1
A38,16,1.3641085399851678,4,1.4926312289468808,1
A38,16,1.3641085399851678,8,1.4509030831800909,1
A38,16,1.3641085399851678,16,1.3641085399851678,1
A38,16,1.3641085399851678,32,1.2145363197144294,1
A38,32,1.2145363197144294,0.5,1.2712865979572636,1
A38,32,1.2145363197144294,1,1.4390337439397596,1
A38,32,1.2145363197144294,2,1.6133646640321266,1
A38,32,1.2145363197144294,4,1.4926312289468808,1
A38,32,1.2145363197144294,8,1.4509030831800909,1
A38,32,1.2145363197144294,16,1.3641085399851678,1
A38,32,1.2145363197144294,32,1.2145363197144294,1
A39,0.5,1.4068382980303333,0.5,1.4068382980303333,1
A39,0.5,1.4068382980303333,1,1.4638607506903374,1
A39,0.5,1.4068382980303333,2,1.6585904869850454,1
A39,0.5,1.4068382980303333,4,1.7244572384249686,1
A39,0.5,1.4068382980303333,8,1.7420682544165618,1
A39,0.5,1.4068382980303333,16,1.5966803955256124,1
A39,0.5,1.4068382980303333,32,1.5862068838125503,1
A39,1,1.4638607506903374,0.5,1.4068382980303333,1
A39,1,1.4638607506903374,1,1.4638607506903374,1
A39,1,1.4638607506903374,2,1.6585904869850454,1
A39,1,1.4638607506903374,4,1.7244572384249686,1
A39,1,1.4638607506903374,8,1.7420682544165618,1
A39,1,1.4638607506903374,16,1.5966803955256124,1
A39,1,1.4638607506903374,32,1.5862068838125503,1
A39,2,1.6585904869850454,0.5,1.4068382980303333,1
A39,2,1.6585904869850454,1,1.4638607506903374,1
A39,2,1.6585904869850454,2,1.6585904869850454,1
A39,2,1.6585904869850454,4,1.7244572384249686,1
A39,2,1.6585904869850454,8,1.7420682544165618,1
A39,2,1.6585904869850454,16,1.5966803955256124,1
A39,2,1.6585904869850454,32,1.5862068838125503,1
A39,4,1.7244572384249686,0.5,1.4068382980303333,1
A39,4,1.7244572384249686,1,1.4638607506903374,1
A39,4,1.7244572384249686,2,1.6585904869850454,1
A39,4,1.7244572384249686,4,1.7244572384249686,1
A39,4,1.7244572384249686,8,1.7420682544165618,1
A39,4,1.7244572384249686,16,1.5966803955256124,1
A39,4,1.7244572384249686,32,1.5862068838125503,1
A39,8,1.7420682544165618,0.5,1.4068382980303333,1
A39,8,1.7420682544165618,1,1.4638607506903374,1
A39,8,1.7420682544165618,2,1.6585904869850454,1
A39,8,1.7420682544165618,4,1.7244572384249686,1
A39,8,1.7420682544165618,8,1.7420682544165618,1
A39,8,1.7420682544165618,16,1.5966803955256124,1
A39,8,1.7420682544165618,32,1.5862068838125503,1
A39,16,1.5966803955256124,0.5,1.4068382980303333,1
A39,16,1.5966803955256124,1,1.4638607506903374,1
A39,16,1.5966803955256124,2,1.6585904869850454,1
A39,16,1.5966803955256124,4,1.7244572384249686,1
A39,16,1.5966803955256124,8,1.7420682544165618,1
A39,16,1.5966803955256124,16,1.5966803955256124,1
A39,16,1.5966803955256124,32,1.5862068838125503,1
A39,32,1.5862068838125503,0.5,1.4068382980303333,1
A39,32,1.5862068838125503,1,1.4638607506903374,1
A39,32,1.5862068838125503,2,1.6585904869850454,1
A39,32,1.5862068838125503,4,1.7244572384249686,1
A39,32,1.5862068838125503,8,1.7420682544165618,1
A39,32,1.5862068838125503,16,1.5966803955256124,1
A39,32,1.5862068838125503,32,1.5862068838125503,1
A40,0.5,1.407109079842219,0.5,1.407109079842219,>32
A40,0.5,1.407109079842219,1,1.5154598305599214,>32
A40,0.5,1.407109079842219,2,1.680011905576487,>32
A40,0.5,1.407109079842219,4,1.6870652092935672,>32
A40,0.5,1.407109079842219,8,1.6869151390017145,>32
A40,0.5,1.407109079842219,16,1.7572981058806652,>32
A40,0.5,1.407109079842219,32,1.4258678663238156,>32
A40,1,1.5154598305599214,0.5,1.407109079842219,>32
A40,1,1.5154598305599214,1,1.5154598305599214,>32
A40,1,1.5154598305599214,2,1.680011905576487,>32
A40,1,1.5154598305599214,4,1.6870652092935672,>32
A40,1,1.5154598305599214,8,1.6869151390017145,>32
A40,1,1.5154598305599214,16,1.7572981058806652,>32
A40,1,1.5154598305599214,32,1.4258678663238156,>32
A40,2,1.680011905576487,0.5,1.407109079842219,>32
A40,2,1.680011905576487,1,1.5154598305599214,>32
A40,2,1.680011905576487,2,1.680011905576487,>32
A40,2,1.680011905576487,4,1.6870652092935672,>32
A40,2,1.680011905576487,8,1.6869151390017145,>32
A40,2,1.680011905576487,16,1.7572981058806652,>32
A40,2,1.680011905576487,32,1.4258678663238156,>32
A40,4,1.6870652092935672,0.5,1.407109079842219,>32
A40,4,1.6870652092935672,1,1.5154598305599214,>32
A40,4,1.6870652092935672,2,1.680011905576487,>32
A40,4,1.6870652092935672,4,1.6870652092935672,>32
A40,4,1.6870652092935672,8,1.6869151390017145,>32
A40,4,1.6870652092935672,16,1.7572981058806652,>32
A40,4,1.6870652092935672,32,1.4258678663238156,>32
A40,8,1.6869151390017145,0.5,1.407109079842219,>32
A40,8,1.6869151390017145,1,1.5154598305599214,>32
A40,8,1.6869151390017145,2,1.680011905576487,>32
A40,8,1.6869151390017145,4,1.6870652092935672,>32
A40,8,1.6869151390017145,8,1.6869151390017145,>32
A40,8,1.6869151390017145,16,1.7572981058806652,>32
A40,8,1.6869151390017145,32,1.4258678663238156,>32
A40,16,1.7572981058806652,0.5,1.407109079842219,>32
A40,16,1.7572981058806652,1,1.5154598305599214,>32
A40,16,1.7572981058806652,2,1.680011905576487,>32
A40,16,1.7572981058806652,4,1.6870652092935672,>32
A40,16,1.7572981058806652,8,1.6869151390017145,>32
A40,16,1.7572981058806652,16,1.7572981058806652,>32
A40,16,1.7572981058806652,32,1.4258678663238156,>32
A40,32,1.4258678663238156,0.5,1.407109079842219,>32
A40,32,1.4258678663238156,1,1.5154598305599214,>32
A40,32,1.4258678663238156,2,1.680011905576487,>32
A40,32,1.4258678663238156,4,1.6870652092935672,>32
A40,32,1.4258678663238156,8,1.6869151390017145,>32
A40,32,1.4258678663238156,16,1.7572981058806652,>32
A40,32,1.4258678663238156,32,1.4258678663238156,>32
A41,0.5,1.2593603401697842,0.5,1.2593603401697842,1
A41,0.5,1.2593603401697842,1,1.4096010047973282,1
A41,0.5,1.2593603401697842,2,1.48249930341007,1
A41,0.5,1.2593603401697842,4,1.6672789480220467,1
A41,0.5,1.2593603401697842,8,1.5784755660756156,1
A41,0.5,1.2593603401697842,16,1.5529806530848493,1
A41,0.5,1.2593603401697842,32,1.5398043830682147,1
A41,1,1.4096010047973282,0.5,1.2593603401697842,1
A41,1,1.4096010047973282,1,1.4096010047973282,1
A41,1,1.4096010047973282,2,1.48249930341007,1
