Strain,Enviro,Activity_norm,MIC50
A34,8,1.0647064896124931,1
A34,16,1.132256512675198,1
A34,32,1.1811185304619163,1
A35,0.5,1,1
A35,1,1.073409603614288,1
A35,2,1.0512422900286573,1
A35,4,1.050418175493554,1
A35,8,1.0540049511033298,1
A35,16,1.071227841401294,1
A35,32,1.0010368492956605,1
A36,0.5,1,1
A36,1,1.1432056744185881,1
A36,2,1.17041955322664,1
A36,4,1.1504971735715628,1
A36,8,1.0905531566477307,1
A36,16,1.1617018908234042,1
A36,32,1.053169299744512,1
A37,0.5,1,1
A37,1,1.0725706189428188,1
A37,2,1.0621087140581196,1
A37,4,1.1172151657861222,1
A37,8,1.0566867636536545,1
A37,16,1.106360889780727,1
A37,32,1.011591370526636,1
A38,0.5,1,1
A38,1,1.0790979704441324,1
A38,2,1.0844527241802824,1
A38,4,1.1325742989887284,1
A38,8,1.0892236713079493,1
A38,16,1.0969663248262906,1
A38,32,1.0529838658204291,1
A39,0.5,1,1
A39,1,1.1472477565519101,1
A39,2,1.142210906036712,1
A39,4,1.1584640379018536,1
A39,8,1.1150790284663779,1
A39,16,1.0922575369370477,1
A39,32,1.0480442383671082,1
A40,0.5,1,>32
A40,1,1.104027864190057,>32
A40,2,1.159961738208752,>32
A40,4,1.2216744451120527,>32
A40,8,1.0989130859819527,>32
A40,16,1.102355017322614,>32
A40,32,0.9902813449741837,>32
A41,0.5,1,1
A41,1,1.1222203999607194,1
A41,2,1.1421843473371798,1
A41,4,1.23476317402691,1
A41,8,1.1198085517720833,1
A41,16,1.1198658034077558,1
A41,32,1.1006191685739266,1
A42,0.5,1,1
A42,1,1.069821363933173,1
A42,2,1.1533961565136097,1
A42,4,1.1080139213934712,1
A42,8,1.1150544892998762,1
A42,16,1.0549460537698394,1
A42,32,0.9898291613809478,1
A43,0.5,1,1
A43,1,0.9315730218556463,1
A43,2,1.0058747261747467,1
A43,4,1.0861160249810822,1
A43,8,0.9463402626697355,1
A43,16,0.9587464238576591,1
A43,32,0.9499649599994099,1
A44,0.5,1,1
A44,1,1.0367918247434522,1
A44,2,1.0497566193811971,1
A44,4,1.0646036011392226,1
A44,8,1.0809422574044616,1
A44,16,1.0725796762582354,1
A44,32,1.0848937929021631,1
A45,0.5,1,1
A45,1,1.1187422000690737,1
A45,2,1.0548149855263425,1
A45,4,1.0904533452316438,1
A45,8,1.115535223374733,1
A45,16,1.1525236418316391,1
A45,32,1.1336486634299463,1
A46,0.5,1,1
A46,1,1.0468219938554102,1
A46,2,1.0194235989434104,1
A46,4,1.0241547283236185,1
A46,8,1.0318866465666927,1
A46,16,1.0068573432884542,1
A46,32,1.039487167683301,1
A47,0.5,1,1
A47,1,1.164392325415056,1
A47,2,1.1452227490994753,1
A47,4,1.1204391107075105,1
A47,8,1.1104485289863977,1
A47,16,1.0560745862542447,1
A47,32,1.0051625725463322,1
A48,0.5,1,1
A48,1,1.187303666435319,1
A48,2,1.075950248525682,1
A48,4,1.0399996557999331,1
A48,8,1.092443044849427,1
A48,16,1.0681736825368977,1
A48,32,0.9885426124188209,1
A49,0.5,1,1
A49,1,1.15212294197717,1
A49,2,1.099148752072647,1
A49,4,1.1558742153532977,1
A49,8,1.1800169559935691,1
A49,16,1.0982385895130562,1
A49,32,1.0450359303102639,1
A50,0.5,1,1
A50,1,1.1761974970286413,1
A50,2,1.110027727290565,1
A50,4,1.1468139304006149,1
A50,8,1.1492353476377222,1
A50,16,1.113459015579036,1
A50,32,1.0114751570748723,1
A51,0.5,1,>32
A51,1,1.149226442804268,>32
A51,2,1.113464752247307,>32
A51,4,1.102953569284286,>32
A51,8,1.0906918278548212,>32
A51,16,1.1252975781900592,>32
A51,32,1.0668120014850968,>32
A52,0.5,1,1
A52,1,1.2866311229639391,1
A52,2,1.0817353451655582,1
A52,4,0.9540055313265212,1
A52,8,0.9867458581892,1
A52,16,0.9700978249773543,1
A52,32,1.0668752115373321,1
A53,0.5,1,1
A53,1,1.1124582312075588,1
A53,2,1.1664600054949055,1
A53,4,1.194234744674844,1
A53,8,1.183092970265432,1
A53,16,1.1041392952667421,1
A53,32,1.0617552686041758,1
A54,0.5,1,2
A54,1,1.1468442988927434,2
A54,2,1.0987361954472776,2
A54,4,1.1388673895568324,2
A54,8,1.1219288520340298,2
A54,16,1.0489451002477912,2
A54,32,0.9952044010077815,2
A55,0.5,1,1
A55,1,1.1003755597404319,1
A55,2,1.0528741400482238,1
A55,4,1.0188289452259536,1
A55,8,1.020682801587643,1
A55,16,1.0380679323299504,1
A55,32,1.1363249253619927,1
A56,0.5,1,>32
A56,1,0.9808230955913186,>32
A56,2,0.9573634359615315,>32
A56,4,0.936674814802338,>32
A56,8,0.9289569777861095,>32
A56,16,0.949287195191145,>32
A56,32,0.9212770762195085,>32
A57,0.5,1,1
A57,1,1.104024690956332,1
A57,2,1.1808740618278821,1
A57,4,1.1674700033550671,1
A57,8,1.170820055812259,1
A57,16,1.2025563732950155,1
A57,32,1.0708745122521375,1
A58,0.5,1,1
A58,1,1.151931278929104,1
A58,2,1.1559256322205942,1
A58,4,1.2378428174088991,1
A58,8,1.202049669787507,1
A58,16,1.215743830949738,1
A58,32,1.131475927596676,1
A59,0.5,1,1
A59,1,1.1610554394470196,1
A59,2,1.193224886733172,1
A59,4,1.2315983042765173,1
A59,8,1.2126676227559738,1
A59,16,1.137391592877588,1
A59,32,0.998409291844174,1
A60,0.5,1,4
A60,1,1.1530611689081893,4
A60,2,1.138346542613596,4
A60,4,1.175062068831527,4
A60,8,1.0959395806500858,4
A60,16,1.0887998449366925,4
A60,32,0.94984534858175,4
A62,0.5,1,1
A62,1,1.1919195538072775,1
A62,2,1.140787167517205,1
A62,4,1.1527458145704375,1
A62,8,1.162321134914535,1
A62,16,1.1648293773366931,1
A62,32,1.0523311552299597,1
A63,0.5,1,1
A63,1,1.1202961390406831,1
A63,2,1.0985978900392523,1
A63,4,1.0705540687846704,1
A63,8,1.134302760822478,1
A63,16,1.1270409713874692,1
A63,32,1.0384086019620395,1
A64,0.5,1,1
A64,1,1.0762494401870835,1
A64,2,1.035716700653186,1
A64,4,1.0836951461003324,1
A64,8,1.0289675719636373,1
A64,16,1.0518435564673163,1
A64,32,0.9220364749913131,1
A65,0.5,1,>32
A65,1,1.1911878290267202,>32
A65,2,1.1812915048137635,>32
A65,4,1.1113273243385677,>32
A65,8,1.1885618216181786,>32
A65,16,1.17409439740429,>32
A65,32,1.10546650494032,>32
A66,0.5,1,>32
A66,1,1.0718808159948572,>32
A66,2,1.0185516826658618,>32
A66,4,1.0610944752963138,>32
A66,8,1.0923994466925706,>32
A66,16,1.021493643355492,>32
A66,32,0.9681149041272328,>32
A67,0.5,1,1
A67,1,1.0522633856790538,1
A67,2,1.071835992574922,1
A67,4,1.0796702675486454,1
A67,8,1.0792198984438988,1
A67,16,1.070234324623315,1
A67,32,1.0366584395480125,1
A68,0.5,1,>32
A68,1,1.055620280418519,>32
A68,2,1.0369200434743717,>32
A68,4,1.0154098187423626,>32
A68,8,1.0346198686726376,>32
A68,16,1.0243344653405997,>32
A68,32,1.005858957675689,>32
