Strain,Enviro,MIC50,Mass,Mass_norm,Activity,Activity_norm,PreMass
HSC042,12.5,0.8,0.29018418367346943,-0.1504897959183673,1.5308634353741495,-0.7939333333333337,0.44067397959183674
HSC042,3.12,0.8,0.46181751700680274,0.021143537414965996,1.5804301020408165,-0.744366666666667,0.44067397959183674
HSC042,6.25,0.8,0.40535085034013607,-0.03532312925170067,1.4845634353741497,-0.8402333333333337,0.44067397959183674
HSC043,0,0.8,0.7037175170068027,0.23676734693877555,2.2494301020408165,0,0.4669501700680272
HSC043,0.39,0.8,0.7417841836734694,0.27483401360544224,2.2131301020408163,-0.0363,0.4669501700680272
HSC043,0.78,0.8,0.6842508503401361,0.21730068027210891,2.1099634353741497,-0.13946666666666677,0.4669501700680272
HSC043,1.56,0.8,0.6019175170068027,0.13496734693877555,1.7603301020408164,-0.4891000000000001,0.4669501700680272
HSC043,12.5,0.8,0.35128418367346936,-0.11566598639455783,1.780296768707483,-0.46913333333333346,0.4669501700680272
HSC043,3.12,0.8,0.5330841836734694,0.06613401360544224,1.8338967687074832,-0.41553333333333337,0.4669501700680272
HSC043,6.25,0.8,0.5249175170068027,0.05796734693877548,1.9094634353741498,-0.33996666666666675,0.4669501700680272
HSC044,0,0.8,0.6404841836734694,0.192043537414966,2.3483301020408165,0,0.4484406462585034
HSC044,0.39,0.8,0.6780175170068028,0.2295768707482994,2.433196768707483,0.08486666666666694,0.4484406462585034
HSC044,0.78,0.8,0.6535175170068027,0.20507687074829933,2.3267634353741498,-0.02156666666666644,0.4484406462585034
HSC044,1.56,0.8,0.4866841836734694,0.038243537414966,1.720796768707483,-0.6275333333333333,0.4484406462585034
HSC044,12.5,0.8,0.34655085034013605,-0.10188979591836733,1.6877301020408164,-0.6606,0.4484406462585034
HSC044,3.12,0.8,0.44095085034013604,-0.007489795918367348,1.6656301020408162,-0.6827000000000001,0.4484406462585034
HSC044,6.25,0.8,0.45568418367346936,0.007243537414965973,1.7043634353741497,-0.6439666666666667,0.4484406462585034
HSC046,0,0.8,0.6630508503401361,0.20071972789115655,1.5905301020408162,0,0.46233112244897956
HSC046,0.39,0.8,0.7073841836734694,0.2450530612244899,1.713896768707483,0.12336666666666678,0.46233112244897956
HSC046,0.78,0.8,0.7166841836734694,0.25435306122448986,1.680296768707483,0.0897666666666667,0.46233112244897956
HSC046,1.56,0.8,0.5668841836734694,0.10455306122448982,1.229296768707483,-0.36123333333333324,0.46233112244897956
HSC046,12.5,0.8,0.34978418367346936,-0.1125469387755102,1.4372634353741496,-0.15326666666666666,0.46233112244897956
HSC046,3.12,0.8,0.4681175170068027,0.005786394557823149,1.194596768707483,-0.3959333333333333,0.46233112244897956
HSC046,6.25,0.8,0.4975841836734694,0.035253061224489846,1.447596768707483,-0.14293333333333322,0.46233112244897956
HSC047,0,0.8,0.5205841836734694,0.16126258503401358,1.5001301020408164,0,0.3593215986394558
HSC047,0.39,0.8,0.5262508503401361,0.1669292517006803,1.4829301020408163,-0.017200000000000142,0.3593215986394558
HSC047,0.78,0.8,0.4876175170068027,0.12829591836734694,1.4279301020408164,-0.0722,0.3593215986394558
HSC047,1.56,0.8,0.41238418367346935,0.053062585034013565,1.1653967687074829,-0.3347333333333334,0.3593215986394558
HSC047,12.5,0.8,0.2734175170068027,-0.08590408163265306,1.207296768707483,-0.29283333333333333,0.3593215986394558
HSC047,3.12,0.8,0.37161751700680273,0.012295918367346947,1.1150967687074829,-0.3850333333333334,0.3593215986394558
HSC047,6.25,0.8,0.3477175170068027,-0.011604081632653085,1.1428634353741496,-0.3572666666666667,0.3593215986394558
HSC048,0,0.8,0.5857508503401361,0.18585306122448986,1.812896768707483,0,0.3998977891156462
HSC048,0.39,0.8,0.6272175170068027,0.2273197278911565,1.8615634353741497,0.048666666666666636,0.3998977891156462
HSC048,0.78,0.8,0.6130175170068027,0.21311972789115652,1.905896768707483,0.09300000000000004,0.3998977891156462
HSC048,1.56,0.8,0.5737841836734694,0.17388639455782318,1.7439634353741496,-0.06893333333333336,0.3998977891156462
HSC048,12.5,0.8,0.44215085034013607,0.04225306122448985,1.5668967687074828,-0.24600000000000008,0.3998977891156462
HSC048,3.12,0.8,0.5697175170068027,0.1698197278911565,1.735596768707483,-0.0773,0.3998977891156462
HSC048,6.25,0.8,0.5249841836734694,0.12508639455782322,1.595696768707483,-0.21719999999999998,0.3998977891156462
HSC050,0,0.8,0.6453175170068027,0.20933401360544218,1.4414634353741496,0,0.43598350340136055
HSC050,0.39,0.8,0.611250850340136,0.1752673469387755,1.435096768707483,-0.006366666666666705,0.43598350340136055
HSC050,0.78,0.8,0.49415085034013606,0.05816734693877551,1.2880301020408162,-0.1534333333333334,0.43598350340136055
HSC050,1.56,0.8,0.4271841836734694,-0.008799319727891164,1.015296768707483,-0.42616666666666675,0.43598350340136055
HSC050,12.5,0.8,0.3861508503401361,-0.049832653061224474,1.4146301020408163,-0.026833333333333338,0.43598350340136055
HSC050,3.12,0.8,0.3776841836734694,-0.05829931972789115,0.991196768707483,-0.4502666666666667,0.43598350340136055
HSC050,6.25,0.8,0.4127175170068027,-0.023265986394557847,1.1614301020408162,-0.28003333333333336,0.43598350340136055
HSC051,0,0.8,0.6570508503401361,0.23055306122448982,2.3770301020408167,0,0.4264977891156463
HSC051,0.39,0.8,0.6400508503401361,0.2135530612244898,2.3597634353741497,-0.01726666666666669,0.4264977891156463
