Strain,Enviro,MIC50,Mass,Mass_norm,Activity,Activity_norm
HSC051,4, ≤ 2,0.6199219387755102,0.2049284013605442,2.455556632653061,0.060799999999999965
HSC051,8, ≤ 2,0.6784886054421768,0.26349506802721084,2.4727899659863946,0.0780333333333334
HSC054,0, ≤ 2,0.6452219387755103,0.20330459183673477,1.2251566326530612,0
HSC054,1, ≤ 2,0.7604219387755101,0.31850459183673463,1.4087899659863945,0.18363333333333334
HSC054,16, ≤ 2,0.6981552721088435,0.25623792517006805,1.2892232993197277,0.0640666666666666
HSC054,2, ≤ 2,0.7701886054421768,0.32827125850340133,1.3971566326530611,0.17199999999999996
HSC054,32, ≤ 2,0.6885552721088435,0.246637925170068,1.2337899659863947,0.008633333333333418
HSC054,4, ≤ 2,0.7287552721088435,0.286837925170068,1.3836232993197277,0.15846666666666667
HSC054,8, ≤ 2,0.7220219387755101,0.28010459183673464,1.363156632653061,0.138
HSC055,0, ≤ 2,0.5966552721088435,0.154237925170068,1.5596232993197279,0
HSC055,1, ≤ 2,0.7753552721088435,0.332937925170068,1.8116899659863945,0.25206666666666666
HSC055,16, ≤ 2,0.7545886054421769,0.3121712585034014,1.6142566326530612,0.05463333333333346
HSC055,2, ≤ 2,0.6903219387755102,0.2479045918367347,1.6412232993197278,0.08160000000000005
HSC055,32, ≤ 2,0.7091552721088435,0.26673792517006806,1.5084899659863944,-0.05113333333333333
HSC055,4, ≤ 2,0.6918219387755101,0.24940459183673463,1.5866566326530611,0.027033333333333392
HSC055,8, ≤ 2,0.7117219387755102,0.26930459183673466,1.6493899659863944,0.0897666666666667
HSC057,0, ≤ 2,0.6946886054421768,0.1989664965986394,1.2681232993197278,0
HSC057,1, ≤ 2,0.7987552721088435,0.30303316326530605,1.4452566326530611,0.17713333333333336
HSC057,16, ≤ 2,0.7722219387755102,0.27649982993197275,1.3868566326530611,0.11873333333333329
HSC057,2, ≤ 2,0.7554552721088434,0.25973316326530604,1.3922899659863945,0.1241666666666666
HSC057,32, ≤ 2,0.7203219387755102,0.2245998299319728,1.3117232993197279,0.04359999999999994
HSC057,4, ≤ 2,0.7796219387755101,0.2838998299319727,1.4730566326530612,0.20493333333333327
HSC057,8, ≤ 2,0.8200219387755102,0.3242998299319728,1.4893899659863945,0.22126666666666664
HSC058,0, ≤ 2,0.5254886054421768,0.13978554421768702,1.0630566326530613,0
HSC058,1, ≤ 2,0.6330552721088435,0.24735221088435372,1.2357899659863945,0.17273333333333327
HSC058,16, ≤ 2,0.6052886054421769,0.2195855442176871,1.1710232993197278,0.10796666666666661
HSC058,2, ≤ 2,0.5807552721088435,0.1950522108843537,1.1743899659863946,0.11133333333333328
HSC058,32, ≤ 2,0.5133886054421768,0.12768554421768702,1.0583899659863945,-0.004666666666666708
HSC058,4, ≤ 2,0.5983552721088435,0.21265221088435377,1.2181899659863946,0.15513333333333335
HSC058,8, ≤ 2,0.6095552721088435,0.22385221088435375,1.2131566326530612,0.15009999999999998
HSC059,0, ≤ 2,0.42928860544217684,0.1166284013605442,2.086823299319728,0
HSC059,1, ≤ 2,0.5872886054421769,0.2746284013605442,2.377389965986395,0.29056666666666664
HSC059,16, ≤ 2,0.6432219387755103,0.3305617346938776,2.332789965986395,0.24596666666666667
HSC059,2, ≤ 2,0.5296886054421769,0.21702840136054424,2.3122899659863947,0.22546666666666648
HSC059,32, ≤ 2,0.5862219387755102,0.27356173469387757,2.213723299319728,0.12689999999999993
HSC059,4, ≤ 2,0.4937552721088435,0.18109506802721087,2.298289965986395,0.2114666666666667
HSC059,8, ≤ 2,0.49955527210884354,0.1868950680272109,2.2680566326530616,0.18123333333333336
HSC062,0, ≤ 2,0.5571219387755102,0.16336173469387755,1.4786232993197277,0
HSC062,1, ≤ 2,0.6151219387755101,0.2213617346938775,1.637156632653061,0.15853333333333333
