Strain,Biorep,12.5,6.25,3.125,1.5625,0.78125,0.390625,0,Background
A01,1,0.9832,0.7494,0.6761,0.8893,1.019,1.1443,0.9992,0.0658
A05,1,0.5103,0.4968,0.4951,0.6372,0.7369,0.7381,0.5881,0.0711
A06,1,0.7925,0.5797,0.5877,0.7069,0.7992,0.8006,0.7828,0.0678
A07,1,1.1835,0.9039,0.8848,1.1151,1.494,1.5138,1.3604,0.0668
A09,1,1.3355,0.9571,1.0627,1.1119,1.4114,1.401,1.3617,0.0683
A11,1,1.8077,1.4908,1.7028,2.238,2.7173,2.509,2.1836,0.0685
A13,1,1.5305,1.5807,1.5974,1.5333,1.4811,1.8068,1.7297,0.0684
A14,1,1.3726,1.4069,1.4238,1.6693,1.775,1.8514,1.4096,0.0711
A15,1,0.9168,1.0132,1.048,1.3874,1.7319,1.5676,1.262,0.0697
A16,1,1.0166,1.0151,1.1229,1.324,1.3874,1.3376,1.1248,0.0685
A19,1,1.091,0.7984,0.8742,1.1749,1.282,1.2874,1.1324,0.0682
A20,1,1.6764,1.4788,1.451,1.387,1.7148,1.9809,1.7868,0.0693
A21,1,0.9565,0.9958,0.944,1.1279,1.0184,1.1382,1.2004,0.0667
A22,1,1.2585,1.136,1.2995,1.8226,1.8907,1.9392,1.8111,0.0693
A23,1,1.1456,1.2342,1.1533,1.7683,2.3514,2.6024,2.5608,0.0658
A24,1,1.3093,1.1985,1.1259,1.5805,1.5582,1.8396,1.7518,0.0683
A25,1,1.0056,0.9148,1.0571,1.27,1.4163,1.4716,1.3272,0.0686
A26,1,0.7107,0.5948,0.5708,0.8184,0.8508,0.7654,0.6957,0.0682
A27,1,1.0233,1.0402,1.1784,2.0124,2.3121,2.3438,2.3101,0.067
A28,1,1.0798,0.9226,1.3468,1.6831,1.7968,1.732,1.7704,0.0672
A29,1,0.8683,0.7946,1.0124,1.236,1.3464,1.4713,1.4871,0.0682
A30,1,0.8813,0.7489,0.8791,1.4176,1.7108,1.6332,1.6464,0.0671
A31,1,1.2111,0.9745,1.54,2.0538,2.2259,1.9242,2.0299,0.0682
A32,1,0.9944,0.7627,0.9139,1.3874,1.7774,1.5992,1.5083,0.0679
A33,1,1.1655,0.9895,1.0303,1.3805,1.5521,1.3755,1.4048,0.0728
A34,1,0.7004,0.6917,0.8226,1.1327,1.3282,1.1319,1.1589,0.0666
A35,1,1.0276,1.0132,1.1319,1.5379,1.8059,1.9076,2.0253,0.0761
A36,1,1.1456,0.9362,1.1245,1.4431,1.9088,1.6729,1.7946,0.0884
A37,1,0.9147,0.9726,0.9809,1.3925,1.3962,1.3638,1.4086,0.0973
A38,1,1.0057,0.978,1.0356,1.307,1.4703,1.5896,1.6509,0.0893
A39,1,1.501,1.2343,1.2198,1.5197,2.1178,2.0579,2.0788,0.105
A40,1,1.6769,1.5016,1.4691,1.6107,2.0422,2.0906,2.1946,0.094
A41,1,1.7293,1.5668,1.3697,1.6285,2.2265,2.2932,2.1912,0.0932
A42,1,1.4818,1.4512,1.1298,1.2735,1.773,1.7255,1.5814,0.0894
A43,1,1.0478,0.6313,0.6544,0.6979,0.9461,0.943,1.0284,0.069
A44,1,1.6979,1.7211,1.7772,1.7634,1.8286,1.8709,1.7535,0.0678
A45,1,1.4786,1.192,0.9588,1.0191,1.2096,1.4338,1.3558,0.0643
A46,1,1.4697,1.1222,1.4988,1.5594,1.8032,2.202,2.2205,0.0681
A47,1,0.667,0.5957,0.7835,0.7246,0.8848,1.0473,0.9972,0.0661
A48,1,0.9668,0.7847,1.0698,1.0185,1.2904,1.5474,1.5382,0.0868
A49,1,0.9595,0.9934,1.0422,0.9151,1.1313,1.1182,1.2903,0.1149
A50,1,0.7005,0.7027,1.0352,0.8513,1.1625,0.985,1.1076,0.1243
A51,1,1.5,1.4208,1.412,1.476,1.6224,1.7506,2.0453,0.1255
A52,1,0.4067,0.3801,0.4016,0.412,0.4612,0.4661,0.4742,0.1124
A53,1,0.9792,1.0858,1.1956,1.6109,1.6106,1.5937,1.4454,0.0984
A54,1,1.5843,1.4054,1.3998,1.6159,1.9691,2.0079,2.0973,0.0903
A55,1,0.6628,0.5962,0.6075,0.7877,0.9042,0.884,0.9435,0.0712
A56,1,1.4091,1.2846,1.217,1.444,1.5987,1.5145,1.5818,0.0677
A57,1,1.9263,1.8432,1.6747,2.1066,2.6133,2.5266,2.3438,0.0662
A58,1,1.2902,1.3455,1.5013,1.6792,1.6218,1.6876,1.7069,0.0671
A59,1,1.7458,1.7392,1.8026,2.1572,2.3427,2.4323,2.2992,0.0682
A60,1,1.6654,1.508,1.6401,2.1668,2.4234,2.5011,2.4198,0.0691
A61,1,0.5502,0.6278,0.5344,0.5891,0.6256,0.6182,0.6583,0.0653
A62,1,1.8601,1.5764,1.287,1.736,2.1266,2.0644,2.1607,0.0668
A63,1,1.0313,0.9106,1.0831,1.3011,1.5128,1.3776,1.3425,0.067
A64,1,1.5796,1.0552,1.3562,1.7297,2.054,1.9019,1.945,0.0646
A65,1,0.8516,0.7119,0.8502,1.1852,1.206,1.1453,1.2581,0.0675
A66,1,1.448,1.2235,1.304,1.8975,2.0898,2.0932,2.0453,0.0688
A67,1,1.3189,0.9678,1.1742,1.3619,1.4985,1.33,1.3788,0.0678
A68,1,1.2331,1.0895,1.1763,1.3856,1.5656,1.4652,1.5224,0.0669
A01,2,1.072,1.0956,0.9611,1.0365,1.1491,1.2231,1.2304,0.1471
A05,2,0.5233,0.4671,0.5456,0.7226,0.8348,0.8026,0.8475,0.1884
A06,2,0.8644,0.6353,0.664,0.9103,0.9323,0.8776,0.8591,0.1848
A07,2,1.537,1.3056,1.4754,1.8282,2.1946,1.9834,1.8948,0.1823
A09,2,1.4336,1.1165,1.258,1.4028,1.5612,1.5486,1.5578,0.1918
A11,2,2.0477,1.8847,2.4259,2.7414,2.999,3.1547,3.2037,0.1967
A13,2,1.6702,1.628,1.6915,1.6891,1.6278,1.7558,1.9814,0.2109
A14,2,1.4504,1.5203,1.6639,1.6362,1.7492,1.916,2.0083,0.2063
A15,2,1.1038,1.1777,1.374,1.3844,1.3715,1.4381,1.5013,0.2094
A16,2,1.1777,1.1952,1.3438,1.3699,1.4259,1.4612,1.4264,0.2064
A19,2,1.4187,1.2737,1.4276,1.6435,1.7528,1.8676,1.8163,0.2072
A20,2,1.9151,1.9593,1.9171,1.773,1.9913,2.4839,2.3332,0.1993
A21,2,1.4806,1.2252,1.3531,1.2058,1.1427,1.2557,1.3944,0.2544
A22,2,1.4538,1.4891,1.5005,1.734,1.9408,1.9774,1.8468,0.2144
A23,2,2.024,1.922,1.7408,1.7036,2.6956,2.9524,2.6351,0.1908
A24,2,1.583,1.6497,1.4623,1.5629,1.7615,1.7381,1.6103,0.2102
A25,2,1.2153,1.2844,1.4157,1.302,1.4826,1.3927,1.286,0.2246
A26,2,1.1718,1.0728,1.085,1.1556,1.2605,1.179,1.082,0.227
A27,2,1.6998,1.7718,1.7628,2.3247,2.6647,2.2288,2.118,0.2069
A28,2,1.4244,1.4737,1.754,1.9528,2.2213,2.1979,1.989,0.2144
A29,2,1.083,1.151,1.4057,1.3974,1.6102,1.5754,1.4362,0.2063
A30,2,1.318,1.2994,1.2017,1.6835,2.0166,2.067,1.8143,0.2275
A31,2,1.9342,1.6512,1.9427,2.2166,2.506,2.477,2.2606,0.2208
A32,2,1.4585,1.0678,1.0635,1.2719,1.7286,1.7752,1.653,0.191
A33,2,1.0888,1.0597,1.1537,1.3893,1.6129,1.5136,1.4643,0.2095
A34,2,0.8122,0.8837,0.8195,1.1212,1.1506,1.0329,1.1412,0.2193
A35,2,1.3661,1.3752,1.4742,1.6658,2.1662,2.1244,2.1316,0.2104
A36,2,1.246,1.1801,0.9289,1.4513,1.6422,1.8029,1.7288,0.2147
A37,2,1.1464,1.1818,1.1369,1.4178,1.624,1.5078,1.4737,0.22
A38,2,1.3001,1.2018,1.3341,1.648,1.7719,1.8384,1.7922,0.2204
A39,2,1.9018,1.9086,1.8907,1.993,2.4933,2.5468,2.5708,0.2231
A40,2,2.1622,2.367,2.1908,1.9855,2.3279,2.583,2.2629,0.2704
A41,2,2.1511,2.2015,2.1224,2.0331,2.607,2.8996,2.506,0.2638
A42,2,1.7812,1.6608,1.5272,1.5156,1.8021,1.9214,1.8634,0.2351
A43,2,1.7193,1.7035,1.5981,1.5795,1.8059,1.908,1.9252,0.2522
A44,2,1.807,1.8502,1.9628,2.0037,2.0233,2.11,2.1054,0.1868
A45,2,1.7235,1.5445,1.337,1.47,1.7547,1.8027,1.7558,0.1448
A46,2,2.0867,1.8844,2.2656,2.4398,2.8351,2.7265,2.7078,0.2848
A47,2,1.397,1.3593,1.559,1.5598,1.5914,1.6018,1.6132,1.3089
A48,2,1.4746,1.2175,1.6938,1.9516,2.1311,2.1719,2.0489,0.3213
A49,2,1.4538,1.4629,1.361,1.2126,1.3638,1.5139,1.5778,1.2841
A50,2,1.1559,1.085,1.2408,1.3421,1.3397,1.4606,1.5231,0.3008
A51,2,2.0092,1.9524,2.1623,2.0927,2.1118,2.4149,2.7466,0.2691
A52,2,0.8293,0.6666,0.7541,1.0352,1.1135,0.9302,1.1018,0.2283
A53,2,1.2803,1.2422,1.5305,1.6617,1.5946,1.5938,1.6527,0.1941
A54,2,2.1795,1.7392,1.9449,2.2355,2.7603,2.4389,2.4317,0.2024
A55,2,1.0095,0.8714,0.8335,0.9595,1.2091,1.1114,1.0171,0.1531
A56,2,1.9025,1.608,1.6959,1.8083,1.9675,1.9455,1.8484,0.1427
A57,2,2.1732,1.6562,1.463,1.7242,2.315,2.5564,2.5549,0.0774
A58,2,1.4665,1.2872,1.5189,1.7254,1.9838,1.9507,1.9895,0.1381
A59,2,2.0878,2.1258,2.0639,2.2947,2.6567,2.6815,2.5008,0.1465
A60,2,1.8143,1.998,1.6077,2.1269,2.7846,2.7849,2.723,0.1496
A61,2,0.5875,0.7602,0.645,0.603,0.6753,0.7353,0.6782,0.0999
A62,2,2.169,2.0541,1.3729,1.5062,2.1036,2.4238,2.1387,0.151
A63,2,1.2281,1.1549,1.1618,1.3334,1.6148,1.5266,1.4766,0.1584
A64,2,1.7922,1.3833,1.4482,1.9103,2.3018,2.1423,2.1434,0.1513
A65,2,1.2346,1.0398,1.0098,1.1959,1.3107,1.3904,1.3973,0.1418
A66,2,1.6268,1.3123,1.497,1.9734,2.2101,2.5286,2.1402,0.1698
A67,2,1.473,1.1069,1.269,1.4921,1.6922,1.8672,1.5949,0.1525
A68,2,1.3062,1.1241,1.2694,1.4511,1.5386,1.5106,1.5232,0.092
A01,3,1.463,1.345,1.283,1.298,1.623,1.855,1.692,0.237
A05,3,0.714,0.63,0.677,0.89,1.147,1.095,1.096,0.209
A06,3,0.914,0.847,1.117,1.166,1.391,1.187,1.241,0.2
A07,3,1.331,1.419,1.628,2.13,2.739,2.494,2.281,0.206
A09,3,1.249,1.266,1.311,1.533,1.641,1.628,1.404,0.198
A11,3,1.773,2.328,2.625,2.977,3.503,3.464,3.331,0.201
A13,3,1.829,1.756,1.966,1.68,1.836,1.76,2.009,0.22
A14,3,1.444,1.626,1.842,1.515,2.034,2.191,2.18,0.198
A15,3,1.12,1.251,1.371,1.759,1.526,1.504,1.474,0.216
A16,3,1.072,1.231,1.482,1.575,1.38,1.412,1.399,0.227
A19,3,1.214,1.194,1.454,1.591,1.767,1.792,1.558,0.208
A20,3,1.916,1.942,2.102,1.943,1.993,2.291,2.342,0.194
A21,3,1.59,1.635,1.556,1.369,1.308,1.349,1.35,0.143
A22,3,1.385,1.582,1.51,1.881,1.955,1.808,1.859,0.191
A23,3,1.435,2.014,1.85,2.04,2.945,3.138,2.818,0.209
A24,3,1.4,1.415,1.151,1.47,1.198,1.364,1.715,0.207
