Strain,Biorep,12.5,6.25,3.125,1.5625,0.78125,0.390625,0,Background
A25,3,0.983,1.16,1.311,1.215,1.42,1.424,1.404,0.208
A26,3,0.809,0.717,0.648,0.719,0.725,0.788,0.82,0.197
A27,3,1.178,1.132,1.289,1.633,2.556,2.528,2.251,0.197
A28,3,1.264,1.634,1.666,2.151,2.292,2.158,2.134,0.158
A29,3,0.868,1.073,1.324,1.429,1.495,1.664,1.45,0.155
A30,3,1.109,1.121,1.205,1.867,2.087,1.904,1.763,0.18
A31,3,1.371,1.513,1.974,2.14,2.771,1.936,2.224,0.169
A32,3,0.996,1,1.098,1.443,1.906,1.675,1.602,0.107
A33,3,1.36,1.434,1.603,1.639,1.795,1.622,1.662,0.149
A34,3,0.776,0.921,0.968,1.121,1.346,1.307,1.611,0.183
A35,3,1.279,1.556,1.687,1.78,2.423,2.174,2.311,0.212
A36,3,1.007,1.272,1.474,1.911,2.203,2.277,2.48,0.157
A37,3,0.995,1.4,1.421,1.721,2.114,1.714,1.765,0.221
A38,3,1.302,1.5,1.839,2.16,2.384,2.091,2.162,0.162
A39,3,1.67,1.791,2.111,2.275,3.019,2.706,2.805,0.167
A40,3,1.982,2.34,2.322,2.165,2.44,2.446,2.771,0.181
A41,3,1.663,1.825,1.985,1.981,2.627,2.587,2.828,0.189
A42,3,1.529,1.711,1.407,1.379,1.946,1.975,1.807,0.205
A43,3,1.335,1.574,1.573,1.699,2.012,2.078,2.027,0.211
A44,3,1.676,1.696,1.947,1.945,2.346,2.084,2.06,0.206
A45,3,1.522,1.228,1.158,1.037,1.38,1.549,1.693,0.131
A46,3,1.802,1.644,1.738,1.957,2.398,2.631,2.683,0.152
A47,3,0.92,1.069,1.224,1.5,1.207,1.343,1.435,0.148
A48,3,0.745,0.75,1.06,1.576,1.402,1.455,1.482,0.175
A49,3,1.342,1.563,1.698,1.588,1.358,1.47,1.683,0.182
A50,3,0.657,0.8,1.193,1.295,1.1,1.057,1.329,0.187
A51,3,1.332,1.529,2.038,2.288,2.039,2.466,2.671,0.202
A52,3,0.452,0.453,0.483,0.565,0.591,0.574,0.691,0.196
A53,3,1.029,1.199,1.858,1.677,1.587,1.687,1.709,0.215
A54,3,1.315,1.452,2.258,2.143,2.713,2.967,2.567,0.176
A55,3,0.622,0.611,0.704,0.82,0.936,0.873,0.913,0.161
A56,3,1.205,1.168,1.597,1.629,1.905,1.956,1.936,0.163
A57,3,1.835,1.974,1.671,1.932,2.396,2.33,2.401,0.118
A58,3,1.271,1.342,1.691,1.887,1.891,1.886,1.885,0.17
A59,3,1.706,1.782,2.312,2.396,2.871,2.809,2.523,0.191
A60,3,1.434,1.521,1.807,2.288,2.793,2.828,2.718,0.265
A61,3,0.489,0.587,0.607,0.568,0.61,0.665,0.603,0.293
A62,3,1.497,1.661,1.595,1.496,2.051,2.416,2.264,0.249
A63,3,0.911,0.798,1.127,1.205,1.105,1.146,1.44,0.242
A64,3,1.496,1.416,1.67,1.813,2.256,2.185,2.1,0.246
A65,3,0.634,0.655,0.84,1.177,1.164,1.01,1.135,0.274
A66,3,1.177,1.386,1.687,2.176,2.292,2.413,2.325,0.204
A67,3,0.949,1.092,1.22,1.514,1.392,1.47,1.549,0.179
A68,3,1.162,1.22,1.209,1.817,1.691,1.683,1.623,0.126
