Strain,Biorep,32,16,8,4,2,1,0,Background
A34,1,0.8106,0.7544,0.6295,0.5266,0.6023,0.5659,0.4696,0.0692
A35,1,0.6439,0.7063,0.614,0.5804,0.6466,0.6598,0.5886,0.0662
A36,1,0.5084,0.6677,0.5631,0.5615,0.6599,0.6511,0.4234,0.0666
A37,1,0.5776,0.721,0.716,0.7094,0.7688,0.6944,0.6003,0.0657
A38,1,0.3761,0.4667,0.5355,0.4856,0.6141,0.4672,0.4065,0.1089
A39,1,0.6506,0.638,0.6983,0.6958,0.7183,0.5786,0.5047,0.07
A40,1,0.6042,0.725,0.7696,0.7578,0.7082,0.6344,0.5737,0.0657
A41,1,0.6425,0.7488,0.7352,0.762,0.6659,0.6105,0.5853,0.0657
A42,1,0.7108,0.8258,0.8297,0.7887,0.801,0.7444,0.7094,0.0666
A43,1,0.2646,0.2413,0.2243,0.3068,0.3393,0.3195,0.3602,0.0665
A44,1,0.6674,0.7291,0.739,0.743,0.7518,0.7729,0.6513,0.0678
A45,1,0.6655,0.8098,0.6971,0.7611,0.7026,0.8148,0.6131,0.0678
A46,1,0.7045,0.6104,0.6386,0.6019,0.6719,0.788,0.6341,0.069
A47,1,0.5584,0.6367,0.5913,0.4839,0.6982,0.7198,0.5471,0.0664
A48,1,0.7606,0.8161,0.7574,0.6531,0.6963,0.8581,0.7173,0.067
A49,1,0.7729,0.7638,0.8015,0.6704,0.7582,0.8503,0.6377,0.066
A50,1,0.6133,0.6293,0.6042,0.5756,0.5769,0.7161,0.5139,0.0659
A51,1,0.807,0.6912,0.5729,0.4362,0.5517,0.7121,0.4089,0.0658
A52,1,0.2092,0.1586,0.1351,0.1089,0.1393,0.3738,0.1751,0.0655
A53,1,0.6282,0.6644,0.6546,0.6783,0.6865,0.6502,0.5354,0.066
A54,1,0.6983,0.7698,0.7566,0.6624,0.6639,0.8312,0.5657,0.0664
A55,1,0.5435,0.5704,0.5642,0.5516,0.5619,0.6058,0.3856,0.0676
A56,1,0.7171,0.675,0.6521,0.6145,0.6093,0.6192,0.5605,0.0676
A57,1,0.9122,0.8424,0.8946,0.8769,0.7963,0.9048,0.7635,0.0673
A58,1,0.7947,0.8254,0.755,0.8256,0.6699,0.7394,0.587,0.0685
A59,1,0.6548,0.6377,0.6919,0.6844,0.6351,0.6398,0.5858,0.0683
A60,1,0.7491,0.7785,0.7347,0.7348,0.7224,0.7962,0.6341,0.0673
A61,1,0.1776,0.1847,0.1707,0.1744,0.1521,0.1666,0.1337,0.0779
A62,1,0.8387,0.7674,0.8204,0.7878,0.8218,0.8278,0.7292,0.0796
A63,1,0.7694,0.7478,0.6461,0.6791,0.7094,0.7077,0.6516,0.0873
A64,1,0.7143,0.7457,0.6936,0.7459,0.6979,0.7107,0.6542,0.081
A65,1,0.4654,0.4149,0.3969,0.3902,0.4868,0.406,0.2814,0.0754
A66,1,0.7715,0.8345,0.7575,0.7609,0.7222,0.841,0.7339,0.0672
A67,1,0.7467,0.708,0.6823,0.6668,0.6564,0.6878,0.6307,0.0671
A68,1,0.692,0.6482,0.6796,0.6396,0.6555,0.686,0.5934,0.0677
A01,2,0.3429,0.4123,0.4012,0.4274,0.3585,0.4385,0.412,0.069
A05,2,0.4325,0.4756,0.4454,0.4992,0.4986,0.428,0.3945,0.0681
A06,2,0.4805,0.6254,0.6013,0.5895,0.6122,0.5655,0.4542,0.0658
A07,2,0.5357,0.6608,0.6686,0.6976,0.6971,0.6404,0.6351,0.0657
A09,2,0.6996,0.7752,0.8106,0.7718,0.8077,0.7713,0.7437,0.0662
A11,2,0.7823,0.8424,0.7872,0.6931,0.7156,0.8349,0.7249,0.07
A13,2,0.7114,0.8658,0.7699,0.7807,0.7687,0.7891,0.7296,0.0682
A14,2,0.7083,0.7843,0.7686,0.6933,0.8016,0.759,0.681,0.066
A15,2,0.6735,0.7691,0.728,0.7501,0.7178,0.6986,0.6551,0.0673
A16,2,0.7456,0.7858,0.7786,0.7371,0.7602,0.8315,0.8081,0.0666
A19,2,0.7878,0.8112,0.8751,0.8891,0.8121,0.8169,0.7416,0.0657
A20,2,0.7068,0.7274,0.7486,0.6986,0.7596,0.6564,0.6846,0.0664
A21,2,0.5869,0.6219,0.6023,0.6514,0.632,0.6635,0.6153,0.0684
A22,2,0.5167,0.6128,0.6991,0.7394,0.6881,0.6658,0.5414,0.0671
A23,2,0.652,0.798,0.8103,0.8787,0.8794,0.8375,0.6826,0.0674
A24,2,0.3507,0.5113,0.5903,0.6274,0.6899,0.731,0.3982,0.0694
A25,2,0.7037,0.7587,0.8481,0.8978,0.9011,0.869,0.7386,0.0655
A26,2,0.3535,0.3451,0.3252,0.3166,0.3226,0.2968,0.2714,0.0667
A27,2,0.3841,0.5347,0.5756,0.5259,0.6941,0.6946,0.5893,0.0663
A28,2,0.5694,0.6656,0.7834,0.8052,0.7611,0.703,0.5998,0.069
A29,2,0.6988,0.6357,0.6998,0.6747,0.6538,0.6137,0.5603,0.0719
A30,2,0.5529,0.5999,0.6363,0.6241,0.6825,0.6101,0.5627,0.0662
A31,2,0.5773,0.5854,0.5851,0.6083,0.5908,0.6066,0.5643,0.067
A32,2,0.6047,0.5436,0.5594,0.4877,0.4809,0.4896,0.4977,0.0702
A33,2,0.8181,0.7674,0.8006,0.7683,0.7962,0.7305,0.8172,0.0668
A34,2,0.6912,0.6237,0.6677,0.6662,0.7164,0.664,0.6861,0.0684
A35,2,0.7539,0.7686,0.8287,0.8312,0.8249,0.7694,0.7392,0.0686
A36,2,0.5687,0.4646,0.5652,0.574,0.6349,0.5543,0.3463,0.0657
A37,2,0.7671,0.8794,0.8906,0.8902,0.8686,0.8603,0.7811,0.0667
A38,2,0.4712,0.4789,0.5767,0.5456,0.6093,0.5162,0.444,0.0668
A39,2,0.7695,0.7506,0.8427,0.8495,0.8311,0.7808,0.7582,0.0685
A40,2,0.6856,0.8415,0.8251,0.8431,0.9293,0.8028,0.7061,0.0657
A41,2,0.682,0.6886,0.7759,0.805,0.8081,0.772,0.6445,0.0663
A42,2,0.6607,0.6668,0.7347,0.7278,0.7742,0.7279,0.6171,0.0673
A43,2,0.7305,0.7678,0.791,0.7041,0.7199,0.7574,0.669,0.069
A44,2,0.6686,0.5709,0.6964,0.681,0.7114,0.6678,0.4976,0.0716
A45,2,0.758,0.5162,0.5612,0.5515,0.5257,0.5912,0.5421,0.0666
A46,2,0.7292,0.5877,0.6899,0.6099,0.5807,0.6271,0.647,0.068
A47,2,0.8103,0.6888,0.7608,0.9014,0.8294,0.7705,0.8256,0.0672
A48,2,0.8069,0.7397,0.6918,0.8714,0.8227,0.817,0.7977,0.0666
A49,2,0.7241,0.7659,0.8196,0.8665,0.7852,0.776,0.7574,0.0668
A50,2,0.5809,0.5746,0.6525,0.6885,0.6654,0.6811,0.6576,0.0663
A51,2,0.5467,0.5525,0.5308,0.5661,0.5154,0.6018,0.597,0.0685
A52,2,0.4866,0.1638,0.1574,0.1507,0.1475,0.1586,0.1801,0.0669
A53,2,0.5721,0.606,0.6982,0.6152,0.6331,0.6522,0.66,0.0661
A54,2,0.6327,0.7472,0.6359,0.5961,0.5198,0.6397,0.6488,0.0701
A55,2,0.4674,0.5049,0.4339,0.3493,0.3299,0.4972,0.4858,0.0686
A56,2,0.6901,0.6828,0.6456,0.5575,0.5769,0.596,0.646,0.068
A57,2,0.6,0.6156,0.5387,0.6344,0.6057,0.6009,0.4871,0.0712
A58,2,0.6975,0.4716,0.4694,0.5415,0.3983,0.3971,0.4855,0.0674
A59,2,0.6303,0.5387,0.6646,0.7165,0.5933,0.5575,0.5561,0.067
A60,2,0.6046,0.6214,0.6884,0.7152,0.7037,0.6418,0.6178,0.0657
A61,2,0.1538,0.191,0.1658,0.1886,0.1363,0.1402,0.1236,0.0642
A62,2,0.5599,0.7126,0.6787,0.6143,0.5814,0.6028,0.4822,0.0652
A63,2,0.6554,0.6682,0.6992,0.615,0.6222,0.6483,0.5744,0.065
A64,2,0.6247,0.747,0.6472,0.6189,0.6305,0.6464,0.6416,0.0649
A65,2,0.5164,0.5427,0.4275,0.4664,0.4513,0.522,0.4288,0.0652
A66,2,0.7212,0.7206,0.7248,0.6444,0.6479,0.7089,0.6504,0.0661
A67,2,0.6871,0.6703,0.6725,0.6561,0.6544,0.6728,0.6078,0.0688
A68,2,0.6455,0.6642,0.6572,0.5742,0.572,0.5549,0.4708,0.0691
A01,3,0.606,0.699,0.77,0.834,0.783,0.769,0.701,0.087
A05,3,0.517,0.599,0.553,0.522,0.574,0.561,0.506,0.087
A06,3,0.72,0.851,0.886,0.815,0.932,0.835,0.725,0.085
A07,3,0.713,0.769,0.829,0.753,0.763,0.747,0.583,0.085
A09,3,0.791,0.82,0.816,0.86,0.738,0.824,0.607,0.084
A11,3,0.693,0.784,0.772,0.744,0.742,0.665,0.546,0.085
A13,3,0.654,0.665,0.766,0.733,0.688,0.788,0.725,0.094
A14,3,0.638,0.715,0.688,0.687,0.671,0.603,0.62,0.084
A15,3,0.647,0.704,0.659,0.657,0.699,0.686,0.631,0.085
A16,3,0.857,0.81,0.832,0.805,0.843,0.8,0.78,0.085
A19,3,0.874,0.885,0.892,0.796,0.829,0.858,0.752,0.084
A20,3,0.85,0.85,0.813,0.775,0.772,0.751,0.77,0.085
A21,3,0.851,0.829,0.685,0.661,0.793,0.854,0.705,0.084
A22,3,0.789,0.785,0.815,0.707,0.841,0.878,0.752,0.086
A23,3,0.909,0.895,1.047,1.023,1.044,0.898,0.846,0.084
A24,3,0.754,0.8,0.825,0.953,0.669,0.724,0.784,0.084
A25,3,0.88,0.863,0.902,1.047,0.97,0.838,0.795,0.084
A26,3,0.302,0.247,0.235,0.281,0.25,0.241,0.244,0.095
A27,3,0.599,0.52,0.648,0.43,0.534,0.611,0.714,0.085
A28,3,0.774,0.767,0.89,0.941,0.928,0.808,0.766,0.085
A29,3,0.728,0.672,0.8,0.838,0.744,0.684,0.768,0.085
A30,3,0.736,0.625,0.649,0.682,0.612,0.592,0.646,0.085
A31,3,0.61,0.613,0.628,0.693,0.632,0.633,0.618,0.089
A32,3,0.705,0.694,0.7,0.643,0.661,0.644,0.702,0.086
A33,3,0.924,0.966,0.858,0.852,0.98,0.903,0.908,0.087
A34,3,0.897,0.895,0.785,0.741,0.782,0.804,0.718,0.088
A35,3,0.796,0.885,0.828,0.848,0.852,0.807,0.76,0.088
A36,3,0.847,0.876,0.832,0.762,0.748,0.761,0.62,0.092
A37,3,0.895,1.011,1.005,1.022,0.893,0.944,0.839,0.087
A38,3,0.686,0.749,0.676,0.802,0.74,0.792,0.744,0.088
A39,3,0.848,0.893,0.928,0.901,0.812,0.751,0.774,0.087
A40,3,0.834,0.999,0.877,0.871,0.825,0.806,0.819,0.087
A41,3,0.874,0.778,0.737,0.795,0.651,0.649,0.609,0.086
A42,3,0.692,0.836,0.79,0.768,0.855,0.755,0.774,0.089
A43,3,0.655,0.872,0.762,0.759,0.775,0.799,0.755,0.088
A44,3,0.818,0.826,0.718,0.726,0.685,0.752,0.715,0.089
A45,3,0.898,0.975,0.857,0.776,0.73,0.853,0.728,0.089
A46,3,0.883,0.849,0.934,0.875,0.922,0.939,0.852,0.09
A47,3,0.924,0.996,1.041,1.028,1.01,1.018,0.79,0.094
A48,3,0.787,0.935,0.913,0.778,0.779,0.878,0.502,0.091
A49,3,0.891,1.014,1.066,1.029,0.95,0.997,0.916,0.09
A50,3,0.573,0.839,0.799,0.758,0.727,0.729,0.632,0.092
A51,3,0.632,0.913,0.622,0.706,0.749,0.675,0.509,0.089
A52,3,0.126,0.109,0.112,0.109,0.104,0.109,0.112,0.087
A53,3,0.671,0.733,0.828,0.82,0.773,0.77,0.703,0.087
A54,3,0.8,0.841,0.935,0.903,0.877,0.895,0.775,0.09
A55,3,0.487,0.415,0.362,0.418,0.457,0.522,0.518,0.086
A56,3,0.747,0.822,0.785,0.871,0.85,0.876,0.736,0.1
A57,3,0.866,0.982,0.992,0.949,0.905,0.918,0.919,0.092
A58,3,0.851,0.956,0.991,0.997,1.002,1.002,0.962,0.085
A59,3,0.824,0.886,0.895,0.89,0.865,0.847,0.826,0.086
A60,3,0.84,0.961,0.961,0.976,0.866,0.894,0.861,0.087
A61,3,0.198,0.198,0.194,0.183,0.188,0.174,0.197,0.084
A62,3,0.98,1.067,1.003,0.964,0.924,0.947,0.884,0.085
A63,3,1.001,0.985,0.928,0.738,0.75,0.887,0.89,0.084
A64,3,0.944,0.999,0.981,0.919,0.903,0.95,0.921,0.084
A65,3,0.805,0.845,0.752,0.433,0.518,0.617,0.645,0.084
A66,3,1.142,1.11,1.076,1.128,1.04,1.046,0.983,0.085
A67,3,1.002,0.988,0.961,0.961,0.924,0.912,0.867,0.085
A68,3,0.988,0.89,0.871,0.896,0.813,0.805,0.773,0.086
