Strain,Biorep,32,16,8,4,2,1,0,Background
A01,1,1.117,1.0239,0.9284,0.9776,1.0682,1.0831,1.0763,0.0666
A05,1,0.6164,0.555,0.6626,0.6342,0.6477,0.7156,0.7683,0.0672
A06,1,0.8135,0.7586,0.823,0.8715,0.9088,0.8105,0.9059,0.069
A07,1,1.485,1.534,1.5779,1.6639,1.6924,1.6878,1.6079,0.0966
A09,1,1.2793,1.3186,1.3442,1.4128,1.4103,1.4044,1.6038,0.1062
A11,1,2.4637,2.3138,2.5696,2.777,2.8737,2.7209,2.9176,0.1118
A13,1,1.6027,1.6314,1.7832,1.7862,1.7338,1.7468,1.9996,0.112
A14,1,1.887,1.8348,1.8649,2.0977,2.0747,2.1415,1.8513,0.1046
A15,1,1.2758,1.3977,1.5778,1.6064,1.6185,1.4955,1.4467,0.1031
A16,1,1.2434,1.2642,1.2634,1.2064,1.2887,1.3119,1.2888,0.0939
A19,1,1.3744,1.3101,1.2966,1.2583,1.3299,1.4256,1.3154,0.0829
A20,1,1.9189,1.9417,1.9211,1.9379,1.9934,2.015,2.1665,0.0708
A21,1,1.3922,1.2189,1.2363,1.234,1.1795,1.326,1.2372,0.0671
A22,1,1.6569,1.6155,1.6629,1.7642,1.7804,1.9659,1.9186,0.066
A23,1,2.3642,2.305,2.575,2.5003,2.5768,2.7372,2.374,0.0663
A24,1,1.5551,1.5858,1.6497,1.6379,1.6205,1.8496,1.8546,0.0684
A25,1,1.1805,1.2883,1.274,1.2648,1.3136,1.43,1.4208,0.0648
A26,1,1.0126,0.9488,0.9783,0.9016,0.963,0.9466,0.9502,0.0652
A27,1,2.0567,2.1298,2.2255,2.0501,2.22,2.5733,2.4709,0.0663
A28,1,1.5072,1.5604,1.521,1.4547,1.5782,1.6963,1.863,0.0652
A29,1,1.3984,1.4158,1.4967,1.3852,1.4362,1.503,1.5004,0.0658
A30,1,1.7764,1.7309,1.7186,1.5809,1.619,1.8034,1.8039,0.0736
A31,1,2.0328,2.0165,2.0569,1.9625,2.0748,2.0313,2.1867,0.0778
A32,1,1.5816,1.7007,1.646,1.4969,1.5574,1.5719,1.3806,0.0666
A33,1,1.6761,1.4658,1.4343,1.3596,1.3547,1.3293,1.2733,0.0704
A34,1,1.2609,1.1741,1.052,0.9381,1.0442,1.0346,0.9057,0.0698
A35,1,1.868,1.936,1.8795,1.9331,1.9583,2.0825,1.935,0.0655
A36,1,1.5255,1.8051,1.5681,1.7832,1.8874,1.7952,1.6836,0.066
A37,1,1.308,1.3499,1.2862,1.3739,1.3946,1.3011,1.2711,0.065
A38,1,1.5334,1.5377,1.5112,1.5347,1.578,1.5186,1.4879,0.1108
A39,1,2.0824,1.9682,2.0366,2.1525,2.2984,2.0285,1.8501,0.0701
A40,1,2.0525,2.1051,2.1261,2.3715,2.3979,2.2993,1.9975,0.0648
A41,1,2.3303,2.3374,2.325,2.3929,2.2782,2.3313,2.0283,0.0641
A42,1,1.5096,1.669,1.7951,1.7558,1.7974,1.6639,1.5578,0.0652
A43,1,0.9943,0.8888,0.8717,1.219,1.0726,0.8722,1.0884,0.0662
A44,1,1.8287,1.8077,1.8914,1.8353,1.924,1.7681,1.8377,0.069
A45,1,1.4877,1.6712,1.5793,1.5887,1.4918,1.6343,1.351,0.067
A46,1,2.3195,2.3069,2.3116,2.2712,2.2494,2.4569,2.2575,0.0693
A47,1,1.0442,1.1253,1.1222,1.0843,1.2493,1.3527,1.0915,0.0656
A48,1,1.5991,1.6503,1.5968,1.5,1.597,1.9096,1.7777,0.0679
A49,1,1.252,1.2641,1.3447,1.2118,1.2164,1.3846,1.1013,0.0656
A50,1,1.1716,1.1346,1.1608,1.0963,1.1073,1.2668,0.9849,0.0663
A51,1,2.2712,2.275,2.1869,2.1218,2.1874,2.4383,1.984,0.0668
A52,1,0.5102,0.4336,0.4831,0.4532,0.5515,0.8307,0.5442,0.0642
A53,1,1.4155,1.5361,1.5289,1.7554,1.7534,1.6421,1.4119,0.066
A54,1,2.1004,2.163,2.3309,2.3839,2.3987,2.7421,2.1259,0.0667
A55,1,1.1735,1.0797,1.1012,1.0334,1.0449,1.1092,0.8883,0.0684
A56,1,1.5481,1.5078,1.4568,1.4537,1.4745,1.5707,1.7013,0.0678
A57,1,2.5144,2.6886,2.6734,2.6046,2.7203,2.5078,2.0915,0.0672
A58,1,1.7704,1.9859,1.8923,1.973,1.8032,1.8425,1.458,0.0695
A59,1,2.1832,2.5253,2.666,2.6999,2.6203,2.6792,2.3168,0.0673
A60,1,2.3724,2.6405,2.5717,2.8798,2.6123,2.8477,2.4148,0.0669
A61,1,0.4143,0.5891,0.6499,0.6279,0.6066,0.6414,0.4081,0.067
A62,1,2.1259,2.4263,2.2352,2.3438,2.3889,2.5053,2.0068,0.0646
A63,1,1.2793,1.4463,1.3865,1.3841,1.4446,1.3998,1.1205,0.0659
A64,1,1.6415,1.9784,1.831,1.9666,1.8595,1.9353,1.7459,0.0663
A65,1,1.0663,1.1273,1.1793,1.1069,1.2209,1.1616,0.7979,0.0664
A66,1,1.671,1.9949,1.9109,1.9047,1.8253,2.0491,1.802,0.067
A67,1,1.3162,1.4053,1.4243,1.3868,1.3352,1.3049,1.139,0.0671
A68,1,1.2856,1.312,1.3563,1.3377,1.425,1.5028,1.3803,0.0669
A01,2,1.3602,1.5219,1.4455,1.4923,1.4304,1.4979,1.4168,0.0707
A05,2,0.9835,0.955,0.9406,1.0103,0.981,0.9482,0.9538,0.0694
A06,2,1.1829,1.3203,1.2733,1.2139,1.2243,1.2037,1.1214,0.0659
A07,2,2.1785,2.264,2.2804,2.2217,2.1395,2.2274,2.2489,0.0661
A09,2,1.5998,1.6599,1.6829,1.6246,1.6775,1.6234,1.7939,0.0645
A11,2,3.0584,3.3314,3.2053,3.0851,3.1399,3.2211,3.2181,0.0681
A13,2,1.9981,2.0947,2.0647,2.0417,2.024,1.9914,2.0418,0.0676
A14,2,2.5755,2.5015,2.4882,2.446,2.4298,2.3346,2.215,0.0663
A15,2,1.6058,1.7042,1.6734,1.7671,1.7215,1.6756,1.6326,0.1391
A16,2,1.5421,1.5321,1.5013,1.4504,1.4643,1.5218,1.4917,0.067
A19,2,1.8066,1.9032,1.8752,1.9505,1.8792,1.776,1.833,0.0666
A20,2,2.2398,2.409,2.4383,2.2737,2.5299,2.1065,2.2787,0.0667
A21,2,1.4108,1.4621,1.4449,1.2965,1.3387,1.5001,1.3525,0.0863
A22,2,1.6328,1.696,1.8465,1.7355,1.8858,2.0291,1.7941,0.0744
A23,2,2.5339,2.5092,2.683,2.4445,2.7205,2.617,2.381,0.0783
A24,2,1.2711,1.5631,1.3082,1.5381,1.6775,1.6752,1.4871,0.1165
A25,2,1.2112,1.311,1.4872,1.4114,1.5227,1.4291,1.2833,0.0747
A26,2,0.8419,0.8114,0.9749,0.8723,1.0241,0.9297,0.7707,0.0815
A27,2,1.8853,2.1428,2.5794,2.1792,2.4733,2.597,2.4129,0.0891
A28,2,1.7102,1.8392,1.9304,1.916,2.0466,2.0243,1.9476,0.1266
A29,2,1.408,1.3293,1.4178,1.2142,1.48,1.4966,1.3466,0.1297
A30,2,1.5883,1.6143,1.6314,1.4094,1.6635,1.679,1.7154,0.0994
A31,2,2.0189,1.9286,2.0176,1.636,2.0191,2.0136,2.0957,0.07
A32,2,1.6124,1.5176,1.5163,1.2328,1.4735,1.5057,1.6228,0.0703
A33,2,1.5092,1.4675,1.4233,1.3977,1.4535,1.435,1.4673,0.0657
A34,2,1.139,1.1128,1.1454,1.1591,1.1905,1.1608,1.1759,0.0701
A35,2,2.0685,2.2705,2.261,2.2215,2.2304,2.253,2.0798,0.0944
A36,2,1.807,1.8658,1.8498,1.8472,1.8862,1.9238,1.5698,0.0807
A37,2,1.4357,1.6857,1.5921,1.7129,1.5935,1.5778,1.5237,0.0865
A38,2,1.8024,1.8265,1.929,1.901,1.9012,1.8663,1.6649,0.0938
A39,2,2.3604,2.4589,2.5366,2.6086,2.7837,2.7025,2.381,0.0866
A40,2,2.1959,2.6006,2.5952,2.5556,2.5522,2.4785,2.3491,0.0885
A41,2,2.4664,2.5517,2.6507,2.7649,2.6781,2.7012,2.4886,0.091
A42,2,1.7156,1.725,1.8119,1.8305,1.974,1.8688,1.69,0.1008
A43,2,1.939,1.9347,1.9301,1.8268,1.7968,1.7844,1.7655,0.0928
A44,2,2.0951,2.0012,2.0879,2.0115,1.9783,1.9582,1.8116,0.0725
A45,2,1.8675,1.6718,1.7175,1.6344,1.5772,1.6154,1.5972,0.065
A46,2,2.6607,2.4822,2.5692,2.5629,2.5171,2.5382,2.5572,0.0685
A47,2,1.4426,1.3938,1.5367,1.666,1.5776,1.4801,1.5044,0.067
A48,2,1.6868,1.7309,1.8318,1.9224,1.9411,2.0019,1.8776,0.0663
A49,2,1.4116,1.4359,1.5849,1.6178,1.5309,1.5036,1.4265,0.068
