Strain,Biorep,12.5,6.25,3.125,1.5625,0.78125,0.390625,0,Background
A01,1,0.2022,0.1757,0.1928,0.2106,0.1783,0.1939,0.1978,0.0664
A05,1,0.1499,0.1791,0.1669,0.1768,0.183,0.2066,0.1822,0.0678
A06,1,0.1431,0.1804,0.1796,0.2022,0.1924,0.1885,0.1764,0.0677
A07,1,0.1863,0.2285,0.2543,0.3283,0.2608,0.3018,0.2061,0.0659
A09,1,0.5564,0.4777,0.5312,0.5204,0.5265,0.4678,0.4373,0.0662
A11,1,0.3395,0.4314,0.4196,0.4255,0.4337,0.3455,0.3759,0.0676
A13,1,0.3796,0.4652,0.469,0.4869,0.4681,0.5504,0.4499,0.0658
A14,1,0.3542,0.4112,0.4087,0.3952,0.4073,0.4158,0.3348,0.066
A15,1,0.3438,0.4204,0.4316,0.4283,0.4582,0.4432,0.3962,0.0664
A16,1,0.4388,0.5365,0.5275,0.5575,0.5349,0.545,0.5149,0.0662
A19,1,0.5056,0.4091,0.4256,0.4738,0.4124,0.4108,0.412,0.0671
A20,1,0.4808,0.4611,0.4952,0.5041,0.4978,0.4684,0.4757,0.068
A21,1,0.4952,0.444,0.4292,0.4017,0.4127,0.4151,0.4335,0.0672
A22,1,0.4813,0.487,0.4883,0.4566,0.4826,0.4821,0.4674,0.0666
A23,1,0.43,0.5256,0.504,0.5343,0.5397,0.547,0.5251,0.0667
A24,1,0.4978,0.5143,0.4983,0.5006,0.5166,0.5618,0.5228,0.0758
A25,1,0.5354,0.5499,0.5459,0.5473,0.6136,0.5943,0.5158,0.0791
A26,1,0.275,0.3099,0.2892,0.3316,0.3943,0.3584,0.3354,0.0669
A27,1,0.4211,0.4762,0.4533,0.5229,0.5266,0.4888,0.4394,0.0673
A28,1,0.4768,0.4898,0.4784,0.5008,0.5429,0.5326,0.4657,0.0666
A29,1,0.4928,0.4862,0.4765,0.4958,0.5259,0.5533,0.4924,0.0669
A30,1,0.4138,0.4329,0.4045,0.4378,0.4396,0.4288,0.4141,0.0706
A31,1,0.4766,0.4498,0.4694,0.47,0.4657,0.4473,0.4729,0.07
A32,1,0.4461,0.4296,0.4188,0.4396,0.4449,0.4089,0.3844,0.0696
A33,1,0.5097,0.5596,0.5408,0.5361,0.5694,0.5077,0.4564,0.0703
A34,1,0.4162,0.4346,0.3984,0.3884,0.564,0.4325,0.4525,0.07
A35,1,0.3584,0.4889,0.4338,0.4139,0.4508,0.4487,0.4221,0.0704
A36,1,0.3539,0.3719,0.4092,0.3755,0.5335,0.4221,0.3904,0.0689
A37,1,0.4237,0.5489,0.4917,0.4713,0.4888,0.4638,0.4436,0.0678
A38,1,0.2981,0.4234,0.3863,0.3872,0.3743,0.4073,0.3934,0.0682
A39,1,0.3247,0.4229,0.4296,0.4356,0.475,0.4249,0.4396,0.0679
A40,1,0.4264,0.5768,0.556,0.4756,0.4654,0.4934,0.4467,0.0656
A41,1,0.4618,0.5282,0.4731,0.4653,0.5147,0.5306,0.4944,0.0679
A42,1,0.4957,0.5987,0.5324,0.6116,0.5567,0.5328,0.5166,0.0715
A43,1,0.1611,0.2038,0.24,0.1922,0.2491,0.1833,0.2023,0.0678
A44,1,0.4533,0.5365,0.5371,0.4828,0.539,0.5154,0.4251,0.067
A45,1,0.5376,0.5289,0.5005,0.4853,0.3861,0.5705,0.5503,0.0663
A46,1,0.3805,0.3369,0.4516,0.4023,0.3876,0.585,0.5343,0.0675
A47,1,0.2996,0.2728,0.355,0.2708,0.2797,0.4163,0.3294,0.0672
A48,1,0.4792,0.4547,0.5504,0.3125,0.3746,0.4974,0.4781,0.0654
A49,1,0.5016,0.4677,0.4976,0.4399,0.5918,0.4547,0.6063,0.0657
A50,1,0.4231,0.3862,0.5366,0.3216,0.4737,0.3369,0.4677,0.0659
A51,1,0.3399,0.3611,0.3013,0.3121,0.4257,0.2912,0.407,0.0656
A52,1,0.1149,0.1114,0.1081,0.0906,0.0989,0.1105,0.1109,0.0648
A53,1,0.4058,0.4423,0.4477,0.4465,0.4526,0.4779,0.419,0.0655
