Strain,Biorep,12.5,6.25,3.125,1.5625,0.78125,0.390625,0,Background
A39,3,0.444,0.624,0.653,0.821,0.845,0.883,0.919,0.089
A40,3,0.495,0.713,0.737,0.858,0.882,0.91,0.943,0.09
A41,3,0.388,0.585,0.62,0.685,0.879,0.78,0.795,0.097
A42,3,0.413,0.633,0.595,0.722,0.917,0.871,0.757,0.103
A43,3,0.397,0.559,0.596,0.725,0.766,0.798,0.725,0.102
A44,3,0.471,0.592,0.658,0.691,0.757,0.692,0.695,0.112
A45,3,0.438,0.409,0.433,0.413,0.483,0.574,0.695,0.085
A46,3,0.449,0.457,0.472,0.577,0.571,0.643,0.782,0.085
A47,3,0.379,0.493,0.533,0.751,0.567,0.694,0.835,0.084
A48,3,0.264,0.287,0.334,0.547,0.306,0.471,0.58,0.085
A49,3,0.514,0.677,0.832,0.855,0.672,0.75,0.906,0.085
A50,3,0.238,0.316,0.61,0.629,0.413,0.422,0.645,0.085
A51,3,0.197,0.258,0.557,0.546,0.289,0.422,0.72,0.087
A52,3,0.095,0.09,0.108,0.1,0.093,0.094,0.134,0.085
A53,3,0.435,0.527,0.771,0.61,0.604,0.648,0.726,0.085
A54,3,0.36,0.51,0.612,0.442,0.605,0.655,0.752,0.087
A55,3,0.192,0.204,0.265,0.222,0.219,0.318,0.387,0.085
A56,3,0.375,0.422,0.61,0.534,0.618,0.664,0.689,0.088
A57,3,0.477,0.667,0.51,0.584,0.702,0.695,0.765,0.086
A58,3,0.436,0.527,0.52,0.587,0.705,0.767,0.693,0.085
A59,3,0.421,0.502,0.492,0.567,0.681,0.731,0.73,0.086
A60,3,0.457,0.525,0.454,0.415,0.613,0.783,0.795,0.085
A61,3,0.095,0.1,0.105,0.108,0.12,0.131,0.139,0.086
A62,3,0.347,0.551,0.492,0.461,0.502,0.717,0.712,0.086
A63,3,0.225,0.253,0.331,0.24,0.186,0.355,0.658,0.085
A64,3,0.53,0.601,0.63,0.589,0.734,0.837,0.801,0.086
A65,3,0.134,0.143,0.137,0.138,0.157,0.193,0.316,0.085
A66,3,0.404,0.613,0.588,0.849,0.695,0.863,0.934,0.085
A67,3,0.255,0.392,0.464,0.645,0.516,0.643,0.69,0.086
A68,3,0.459,0.501,0.382,0.648,0.505,0.607,0.635,0.087
