Strain,Biorep,32,16,8,4,2,1,0,Background
A01,1,0.2126,0.2128,0.2008,0.1887,0.2015,0.2152,0.1991,0.0666
A05,1,0.1653,0.1441,0.194,0.1884,0.1985,0.2364,0.1809,0.0673
A06,1,0.1796,0.1787,0.2707,0.2678,0.2854,0.2376,0.1753,0.0672
A07,1,0.1962,0.2465,0.3235,0.3711,0.3856,0.3404,0.2458,0.0657
A09,1,0.4524,0.4644,0.5015,0.6117,0.6164,0.5116,0.4413,0.0666
A11,1,0.3276,0.4232,0.4899,0.5272,0.5865,0.5115,0.4099,0.1058
A13,1,0.4138,0.4575,0.4898,0.5289,0.5196,0.4905,0.4386,0.0694
A14,1,0.3945,0.4193,0.4349,0.4581,0.4662,0.456,0.3806,0.0658
A15,1,0.3674,0.4706,0.5142,0.4765,0.4974,0.4845,0.4025,0.0665
A16,1,0.4616,0.5491,0.5927,0.5542,0.5744,0.589,0.4713,0.0665
A19,1,0.3691,0.4372,0.4985,0.4796,0.4702,0.5008,0.4192,0.0674
A20,1,0.4452,0.5092,0.5271,0.4943,0.5046,0.4468,0.4628,0.0699
A21,1,0.623,0.4268,0.4472,0.541,0.4249,0.5656,0.5148,0.0679
A22,1,0.5217,0.4837,0.4977,0.6072,0.5362,0.6442,0.5697,0.0683
A23,1,0.5296,0.537,0.5601,0.5792,0.6062,0.584,0.5212,0.0676
A24,1,0.4998,0.5834,0.5864,0.6137,0.6092,0.6494,0.5781,0.0691
A25,1,0.5018,0.6176,0.6052,0.594,0.6102,0.6292,0.6046,0.0671
A26,1,0.4157,0.408,0.4904,0.4503,0.43,0.4316,0.4023,0.0654
A27,1,0.4472,0.5392,0.5438,0.509,0.492,0.5656,0.4807,0.0665
A28,1,0.4872,0.5943,0.602,0.5521,0.5598,0.59,0.545,0.0661
A29,1,0.5216,0.5872,0.6491,0.5897,0.6109,0.5944,0.541,0.0654
A30,1,0.4605,0.5068,0.5682,0.5215,0.4629,0.5249,0.4712,0.066
A31,1,0.4925,0.4976,0.5587,0.5571,0.5493,0.5628,0.5612,0.067
A32,1,0.4667,0.4933,0.5143,0.4737,0.467,0.48,0.4593,0.0674
A33,1,0.6006,0.5393,0.5643,0.5602,0.599,0.5081,0.5037,0.0715
A34,1,0.5837,0.5403,0.4496,0.3792,0.4584,0.4061,0.347,0.0697
