name,line,type,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope
Blank_BA,Blank,BA,1,4,15,NA,0.62,0.72,8.5
Blank_FLC,Blank,FLC,1,4,14,NA,0.69,0.72,9.7
HSC160_BA_a,HSC160,BA,11,14,16,0.71,0.35,0.28,152.4
HSC160_BA_b,HSC160,BA,11,14,16,0.59,0.32,0.3,124.3
HSC160_FLC_a,HSC160,FLC,2,12,14,0.59,0.6,0.41,59
HSC160_FLC_b,HSC160,FLC,1,13,19,NA,0.65,0.55,56.7
HSC161_BA_a,HSC161,BA,9,13,15,0.42,0.28,0.28,71.7
HSC161_BA_b,HSC161,BA,9,13,15,0.56,0.32,0.32,85.6
HSC161_FLC_a,HSC161,FLC,10,12,13,0.78,0.32,0.31,175.9
HSC161_FLC_b,HSC161,FLC,9,11,12,0.9,0.39,0.29,186.8
HSC162_BA_a,HSC162,BA,7,12,14,0.64,0.41,0.4,45.6
HSC162_BA_b,HSC162,BA,11,14,17,0.51,0.3,0.33,58.3
HSC162_FLC_a,HSC162,FLC,10,12,14,0.81,0.38,0.32,80.6
HSC162_FLC_b,HSC162,FLC,10,13,14,0.78,0.3,0.29,146.9
HSC163_BA_a,HSC163,BA,6,8,9,0.14,0.21,0.19,175.4
HSC163_BA_b,HSC163,BA,8,9,10,0.22,0.18,0.2,154.1
HSC163_FLC_a,HSC163,FLC,13,14,16,0.28,0.18,0.21,255.6
HSC163_FLC_b,HSC163,FLC,12,14,16,0.78,0.33,0.28,235.2
HSC164_BA_a,HSC164,BA,9,10,11,0.07,0.1,0.14,219.5
HSC164_BA_b,HSC164,BA,8,9,11,0.15,0.12,0.19,270
HSC164_FLC_a,HSC164,FLC,12,13,14,0.13,0.11,0.13,293.9
HSC164_FLC_b,HSC164,FLC,12,13,14,0.19,0.14,0.16,331.2
HSC165_BA_a,HSC165,BA,10,11,13,0.24,0.17,0.21,198.6
HSC165_BA_b,HSC165,BA,10,12,13,0.27,0.18,0.19,186.2
HSC165_FLC_a,HSC165,FLC,1,15,18,NA,0.64,0.47,82.4
HSC165_FLC_b,HSC165,FLC,0,13,17,NA,0.8,0.57,58.2
HSC166_BA_a,HSC166,BA,13,16,19,0.66,0.32,0.31,91.1
HSC166_BA_b,HSC166,BA,16,18,20,0.4,0.21,0.22,121.5
HSC166_FLC_a,HSC166,FLC,1,4,5,NA,0.51,0.47,47.2
HSC166_FLC_b,HSC166,FLC,0,3,17,NA,0.69,0.81,15.7
HSC170_BA_a,HSC170,BA,12,13,14,0.11,0.11,0.14,335
HSC170_BA_b,HSC170,BA,15,16,18,0.49,0.3,0.22,236.4
HSC170_FLC_a,HSC170,FLC,6,7,8,0.2,0.14,0.2,250.5
HSC170_FLC_b,HSC170,FLC,8,8,10,0.07,0.06,0.19,209.7
HSC171_BA_a,HSC171,BA,4,10,14,0.28,0.48,0.47,45.9
HSC171_BA_b,HSC171,BA,4,9,12,0.39,0.46,0.43,50.9
HSC171_FLC_a,HSC171,FLC,3,12,13,0.3,0.48,0.43,44.1
HSC171_FLC_b,HSC171,FLC,10,13,14,0.24,0.2,0.19,90
HSC172_BA_a,HSC172,BA,2,8,10,0.8,0.6,0.48,63.1
HSC172_BA_b,HSC172,BA,2,10,11,0.55,0.46,0.38,85.7
