name,line,type,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope
HSC200_FLC_b,HSC200,FLC,6,7,9,0.12,0.17,0.29,125.5
HSC201_BA_a,HSC201,BA,11,13,14,0.36,0.19,0.19,154.1
HSC201_BA_b,HSC201,BA,12,13,14,0.12,0.11,0.13,177.4
HSC201_FLC_a,HSC201,FLC,0,17,21,NA,0.77,0.52,61.6
HSC201_FLC_b,HSC201,FLC,0,17,22,NA,0.75,0.55,37.1
HSC202_BA_a,HSC202,BA,11,13,19,0.07,0.13,0.34,77.6
HSC202_BA_b,HSC202,BA,10,11,12,0.14,0.12,0.16,92.2
HSC202_FLC_a,HSC202,FLC,10,11,13,0.33,0.23,0.23,95.6
HSC202_FLC_b,HSC202,FLC,8,9,11,0.25,0.2,0.24,86.7
HSC203_BA_a,HSC203,BA,3,7,10,0.26,0.52,0.45,39.5
HSC203_BA_b,HSC203,BA,3,5,11,0.38,0.38,0.51,40.2
HSC203_FLC_a,HSC203,FLC,5,8,13,0.22,0.35,0.43,44.1
HSC203_FLC_b,HSC203,FLC,3,6,13,0.24,0.39,0.54,39.1
HSC204_BA_a,HSC204,BA,13,14,15,0.12,0.12,0.15,151.7
HSC204_BA_b,HSC204,BA,11,12,13,0.11,0.11,0.14,169.3
HSC204_FLC_a,HSC204,FLC,0,5,24,NA,0.99,0.64,13.8
HSC204_FLC_b,HSC204,FLC,0,19,22,NA,0.86,0.59,27.4
HSC205_BA_a,HSC205,BA,4,8,10,0.16,0.36,0.36,49.1
HSC205_BA_b,HSC205,BA,4,8,11,0.15,0.35,0.39,49.9
HSC205_FLC_a,HSC205,FLC,5,11,13,0.35,0.44,0.38,51.2
HSC205_FLC_b,HSC205,FLC,6,11,14,0.22,0.42,0.37,53.2
