name,line,type,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope
HSC051_48h_b,HSC051,48h,9,11,12,0.12,0.16,0.18,69.9
HSC052_48h_a,HSC052,48h,0,7,11,NA,0.76,0.58,18.1
HSC052_48h_b,HSC052,48h,4,8,12,0.54,0.47,0.46,28.3
HSC053_48h_a,HSC053,48h,0,9,12,NA,0.62,0.5,22.7
HSC053_48h_b,HSC053,48h,2,8,11,0.88,0.65,0.54,20.2
HSC054_48h_a,HSC054,48h,11,13,15,0.07,0.13,0.17,72.9
HSC054_48h_b,HSC054,48h,10,11,13,0.13,0.16,0.21,76.4
HSC055_48h_a,HSC055,48h,13,14,15,0.15,0.12,0.14,70.9
HSC055_48h_b,HSC055,48h,11,12,13,0.18,0.14,0.16,96.6
HSC056_48h_a,HSC056,48h,10,13,16,0.21,0.25,0.27,50.2
HSC056_48h_b,HSC056,48h,8,11,15,0.25,0.27,0.36,46.1
HSC057_48h_a,HSC057,48h,10,11,16,0.07,0.08,0.3,52.8
HSC057_48h_b,HSC057,48h,10,12,15,0.26,0.24,0.26,63.3
HSC058_48h_a,HSC058,48h,13,14,15,0.12,0.11,0.13,96.7
HSC058_48h_b,HSC058,48h,12,13,14,0.23,0.13,0.14,81.2
HSC059_48h_a,HSC059,48h,12,13,14,0.12,0.12,0.13,80.2
HSC059_48h_b,HSC059,48h,9,11,12,0.2,0.16,0.18,64.7
HSC061_48h_a,HSC061,48h,9,11,12,0.12,0.17,0.17,69
HSC061_48h_b,HSC061,48h,9,11,12,0.17,0.16,0.17,72.1
HSC062_48h_a,HSC062,48h,11,13,14,0.1,0.13,0.14,60.2
HSC062_48h_b,HSC062,48h,8,11,12,0.1,0.22,0.21,72.5
HSC063_48h_a,HSC063,48h,10,12,13,0.12,0.17,0.17,71.5
HSC063_48h_b,HSC063,48h,9,11,12,0.12,0.18,0.2,69.2
HSC065_48h_a,HSC065,48h,9,14,17,0.11,0.24,0.29,61.5
HSC065_48h_b,HSC065,48h,9,13,15,0.13,0.25,0.26,57.3
HSC066_48h_a,HSC066,48h,6,11,13,0.21,0.38,0.34,28.5
HSC066_48h_b,HSC066,48h,7,11,13,0.33,0.33,0.29,31.3
HSC067_48h_a,HSC067,48h,14,15,16,0.06,0.08,0.11,102.5
HSC067_48h_b,HSC067,48h,13,15,17,0.08,0.13,0.17,83.1
HSC069_48h_a,HSC069,48h,10,12,15,0.1,0.14,0.26,40.3
HSC069_48h_b,HSC069,48h,7,9,12,0.15,0.24,0.32,26.8
HSC071_48h_a,HSC071,48h,1,5,7,NA,0.58,0.49,11.3
HSC072_48h_a,HSC072,48h,3,10,17,0.57,0.58,0.6,19.4
HSC072_48h_b,HSC072,48h,3,8,12,0.54,0.56,0.48,18.7
HSC073_48h_a,HSC073,48h,4,10,13,0.41,0.53,0.42,21.9
HSC073_48h_b,HSC073,48h,6,11,15,0.44,0.4,0.4,23.9
HSC074_48h_a,HSC074,48h,11,13,15,0.16,0.17,0.2,84.6
HSC074_48h_b,HSC074,48h,11,12,14,0.08,0.12,0.17,80.8
HSC075_48h_a,HSC075,48h,3,9,12,0.45,0.52,0.46,24
HSC075_48h_b,HSC075,48h,5,10,14,0.38,0.38,0.43,26.2
HSC077_48h_a,HSC077,48h,10,17,18,0.18,0.24,0.21,84.3
HSC077_48h_b,HSC077,48h,14,16,17,0.08,0.12,0.14,87.4
HSC078_48h_a,HSC078,48h,9,11,12,0.12,0.18,0.19,78.4
HSC078_48h_b,HSC078,48h,10,12,13,0.14,0.2,0.19,64
HSC079_48h_a,HSC079,48h,0,0,14,NA,NA,0.88,8.5
HSC079_48h_b,HSC079,48h,0,1,19,NA,NA,0.86,9
HSC080_48h_a,HSC080,48h,8,8,9,0.31,0.29,0.19,91.4
HSC080_48h_b,HSC080,48h,11,12,15,0.08,0.12,0.21,73.3
HSC081_48h_a,HSC081,48h,8,9,11,0.07,0.09,0.2,77.1
HSC081_48h_b,HSC081,48h,9,11,13,0.07,0.16,0.2,76.8
HSC082_48h_a,HSC082,48h,8,10,13,0.16,0.2,0.3,52
HSC082_48h_b,HSC082,48h,9,12,13,0.16,0.22,0.21,71.6
HSC083_48h_a,HSC083,48h,10,12,14,0.09,0.15,0.21,55.6
HSC083_48h_b,HSC083,48h,10,11,13,0.09,0.14,0.2,53.9
HSC084_48h_a,HSC084,48h,9,10,11,0.06,0.07,0.11,109.4
HSC084_48h_b,HSC084,48h,10,11,12,0.43,0.22,0.22,85.2
HSC085_48h_a,HSC085,48h,5,10,12,0.52,0.41,0.37,47.5
HSC085_48h_b,HSC085,48h,7,9,11,0.49,0.33,0.33,59.3
HSC086_48h_a,HSC086,48h,6,11,13,0.34,0.4,0.36,25.5
HSC086_48h_b,HSC086,48h,6,11,12,0.27,0.32,0.3,25.1
HSC087_48h_a,HSC087,48h,5,8,12,0.46,0.35,0.43,38.3
HSC087_48h_b,HSC087,48h,7,10,16,0.24,0.28,0.41,47.6
HSC088_48h_a,HSC088,48h,7,10,11,0.74,0.33,0.32,72.4
HSC088_48h_b,HSC088,48h,10,11,12,0.35,0.2,0.18,99.2
HSC089_48h_a,HSC089,48h,0,2,3,NA,0.58,0.49,20.7
HSC089_48h_b,HSC089,48h,0,2,3,NA,0.58,0.47,27.3
HSC090_48h_a,HSC090,48h,9,12,14,0.07,0.18,0.2,73
HSC090_48h_b,HSC090,48h,11,13,14,0.09,0.14,0.15,94.7
HSC091_48h_a,HSC091,48h,13,14,15,0.11,0.11,0.14,80.8
HSC091_48h_b,HSC091,48h,10,11,12,0.07,0.08,0.12,104.6
HSC092_48h_a,HSC092,48h,11,13,17,0.16,0.15,0.25,66
HSC092_48h_b,HSC092,48h,10,12,13,0.22,0.16,0.17,107.5
HSC093_48h_a,HSC093,48h,12,13,15,0.09,0.1,0.16,110.5
HSC093_48h_b,HSC093,48h,11,11,12,0.21,0.19,0.15,80.8
HSC094_48h_a,HSC094,48h,10,12,14,0.11,0.15,0.21,69.6
HSC094_48h_b,HSC094,48h,9,11,13,0.15,0.17,0.2,66.6
HSC095_48h_a,HSC095,48h,10,12,14,0.08,0.14,0.22,81.5
HSC095_48h_b,HSC095,48h,10,11,12,0.14,0.13,0.14,89.9
HSC096_48h_a,HSC096,48h,4,9,13,0.52,0.49,0.45,25.1
HSC096_48h_b,HSC096,48h,5,8,11,0.44,0.37,0.41,27.2
HSC097_48h_a,HSC097,48h,12,14,16,0.13,0.11,0.17,84.7
HSC097_48h_b,HSC097,48h,11,12,13,0.16,0.15,0.16,85.4
HSC098_48h_a,HSC098,48h,9,9,10,0.17,0.15,0.14,86.2
HSC098_48h_b,HSC098,48h,10,11,13,0.08,0.1,0.16,88.1
HSC099_48h_a,HSC099,48h,14,16,17,0.12,0.12,0.14,88.6
HSC099_48h_b,HSC099,48h,12,14,15,0.07,0.11,0.12,111.4
HSC100_48h_a,HSC100,48h,11,12,13,0.49,0.26,0.21,53.2
HSC100_48h_b,HSC100,48h,9,11,12,0.12,0.13,0.15,70.9
HSC101_48h_a,HSC101,48h,5,9,12,0.47,0.39,0.39,30.1
HSC101_48h_b,HSC101,48h,5,9,11,0.37,0.36,0.33,36.9
HSC102_48h_a,HSC102,48h,7,9,12,0.16,0.21,0.31,52.5
HSC102_48h_b,HSC102,48h,6,8,11,0.29,0.26,0.36,50.4
HSC103_48h_a,HSC103,48h,3,9,11,0.55,0.56,0.47,23.6
HSC103_48h_b,HSC103,48h,4,8,10,0.44,0.42,0.37,37.3
HSC104_48h_a,HSC104,48h,8,11,14,0.16,0.22,0.29,50.4
HSC104_48h_b,HSC104,48h,8,11,13,0.29,0.26,0.27,65
HSC105_48h_a,HSC105,48h,9,10,12,0.07,0.1,0.17,66.1
HSC105_48h_b,HSC105,48h,9,11,12,0.4,0.22,0.22,69.9
