name,line,type,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope
Blank_BA,Blank,BA,1,1,1,NA,NA,NA,3.7
Blank_FLC,Blank,FLC,1,1,1,NA,NA,NA,4.1
yAG10_BA_a,yAG10,BA,12,13,15,0.07,0.09,0.16,170.9
yAG10_BA_b,yAG10,BA,11,12,14,0.05,0.07,0.15,169.8
yAG10_FLC_a,yAG10,FLC,0,5,19,NA,0.89,0.7,21.9
yAG10_FLC_b,yAG10,FLC,0,2,18,NA,1,0.72,14.2
yAG100_BA_a,yAG100,BA,12,16,18,0.12,0.21,0.21,80.2
yAG100_BA_b,yAG100,BA,13,17,24,0.15,0.22,0.38,78.6
yAG100_FLC_a,yAG100,FLC,19,24,26,0.66,0.28,0.27,35.3
yAG100_FLC_b,yAG100,FLC,3,20,24,0.64,0.66,0.46,5.6
yAG104_BA_a,yAG104,BA,13,14,16,0.07,0.09,0.16,151.2
yAG104_BA_b,yAG104,BA,12,14,15,0.18,0.13,0.15,154.7
yAG104_FLC_a,yAG104,FLC,0,16,17,NA,0.61,0.52,44.5
yAG106_BA_a,yAG106,BA,8,10,12,0.06,0.15,0.22,114.2
yAG106_BA_b,yAG106,BA,9,10,12,0.08,0.13,0.19,141.2
yAG106_FLC_a,yAG106,FLC,10,16,20,0.59,0.39,0.36,101.8
yAG106_FLC_b,yAG106,FLC,11,16,20,0.6,0.37,0.37,106.1
yAG107_BA_a,yAG107,BA,11,13,15,0.06,0.11,0.16,141.2
yAG107_BA_b,yAG107,BA,12,13,15,0.08,0.1,0.16,127.8
yAG107_FLC_a,yAG107,FLC,0,18,23,NA,0.79,0.56,31.1
yAG107_FLC_b,yAG107,FLC,3,19,23,0.64,0.63,0.44,43.7
yAG108_BA_a,yAG108,BA,9,12,14,0.39,0.24,0.29,74.2
yAG108_BA_b,yAG108,BA,9,12,14,0.11,0.22,0.23,87.6
yAG108_FLC_a,yAG108,FLC,0,11,12,NA,0.74,0.69,10.1
yAG108_FLC_b,yAG108,FLC,0,15,16,NA,0.8,0.7,16.2
yAG109_BA_a,yAG109,BA,14,16,16,0.31,0.17,0.16,93.5
yAG109_BA_b,yAG109,BA,15,19,24,0.1,0.19,0.25,80.7
yAG109_FLC_a,yAG109,FLC,1,1,1,NA,NA,NA,3.2
yAG11_BA_a,yAG11,BA,11,13,15,0.09,0.13,0.2,143.3
yAG11_BA_b,yAG11,BA,12,13,15,0.07,0.1,0.16,112.8
yAG11_FLC_a,yAG11,FLC,0,8,10,NA,0.8,0.69,19.8
yAG11_FLC_b,yAG11,FLC,0,8,21,NA,0.7,0.68,31.5
yAG12_BA_a,yAG12,BA,13,14,16,0.22,0.17,0.19,115.2
yAG12_BA_b,yAG12,BA,13,14,17,0.15,0.13,0.22,139.4
yAG12_FLC_a,yAG12,FLC,0,5,6,NA,0.84,0.71,13.3
yAG14_BA_a,yAG14,BA,9,11,12,0.08,0.13,0.17,143.2
yAG14_BA_b,yAG14,BA,10,11,12,0.16,0.1,0.12,159.6
yAG14_FLC_a,yAG14,FLC,0,19,23,NA,0.81,0.57,13.9
yAG14_FLC_b,yAG14,FLC,0,21,24,NA,0.77,0.53,14.4
yAG16_BA_a,yAG16,BA,11,13,15,0.06,0.12,0.18,128.3
yAG16_BA_b,yAG16,BA,11,13,15,0.06,0.12,0.19,159
yAG16_FLC_a,yAG16,FLC,0,14,22,NA,0.88,0.63,27.6
yAG17_BA_a,yAG17,BA,12,13,15,0.07,0.1,0.18,121.4
yAG17_BA_b,yAG17,BA,13,15,17,0.07,0.11,0.16,124.6
yAG17_FLC_a,yAG17,FLC,0,18,23,NA,0.74,0.56,26.3
yAG17_FLC_b,yAG17,FLC,0,14,23,NA,0.76,0.6,36
yAG18_BA_a,yAG18,BA,16,18,24,0.06,0.09,0.26,80
yAG18_BA_b,yAG18,BA,16,19,23,0.57,0.31,0.3,94.9
yAG18_FLC_a,yAG18,FLC,1,1,1,NA,NA,NA,2.5
yAG18_FLC_b,yAG18,FLC,1,1,21,NA,NA,0.79,6.1
yAG20_BA_a,yAG20,BA,12,14,15,0.08,0.14,0.16,167.8
yAG20_BA_b,yAG20,BA,11,12,14,0.18,0.16,0.22,154.3
yAG20_FLC_a,yAG20,FLC,0,9,11,NA,0.89,0.6,45.5
yAG20_FLC_b,yAG20,FLC,0,9,11,NA,0.84,0.7,17.5
yAG21_BA_a,yAG21,BA,15,16,18,0.24,0.15,0.16,181.6
yAG21_BA_b,yAG21,BA,14,15,16,0.21,0.15,0.16,120.7
yAG21_FLC_a,yAG21,FLC,0,0,16,NA,NA,0.88,11.8
yAG21_FLC_b,yAG21,FLC,0,0,0,NA,NA,NA,5.7
yAG22_BA_a,yAG22,BA,12,13,14,0.22,0.14,0.14,186.4
yAG22_BA_b,yAG22,BA,12,14,15,0.07,0.12,0.15,162.3
yAG22_FLC_a,yAG22,FLC,0,7,8,NA,0.57,0.46,144.3
yAG23_BA_a,yAG23,BA,10,11,12,0.05,0.08,0.12,174.1
yAG23_BA_b,yAG23,BA,10,11,12,0.06,0.09,0.14,129.2
yAG23_FLC_a,yAG23,FLC,0,19,24,NA,0.79,0.56,37.1
yAG23_FLC_b,yAG23,FLC,0,19,25,NA,0.78,0.49,30
yAG24_BA_a,yAG24,BA,10,11,13,0.21,0.14,0.2,131.2
yAG24_BA_b,yAG24,BA,11,12,15,0.07,0.1,0.22,102
yAG24_FLC_a,yAG24,FLC,0,13,24,NA,0.82,0.64,28.8
yAG24_FLC_b,yAG24,FLC,0,18,22,NA,0.76,0.55,40.3
yAG25_BA_a,yAG25,BA,10,12,13,0.08,0.11,0.15,128
yAG25_BA_b,yAG25,BA,12,13,15,0.1,0.11,0.18,122.8
yAG25_FLC_a,yAG25,FLC,0,12,21,NA,0.78,0.58,39.7
yAG37_BA_a,yAG37,BA,14,15,16,0.09,0.1,0.12,185.5
yAG37_BA_b,yAG37,BA,14,16,16,0.11,0.1,0.09,195.7
yAG37_FLC_a,yAG37,FLC,0,20,24,NA,0.77,0.56,27.6
yAG37_FLC_b,yAG37,FLC,0,19,24,NA,0.71,0.51,45.7
yAG38_BA_a,yAG38,BA,10,14,20,0.25,0.26,0.37,38.4
yAG38_BA_b,yAG38,BA,9,15,25,0.61,0.42,0.5,33.4
yAG38_FLC_a,yAG38,FLC,6,13,16,0.76,0.5,0.5,25
yAG38_FLC_b,yAG38,FLC,6,12,24,0.65,0.47,0.6,19.6
yAG39_BA_a,yAG39,BA,12,13,14,0.08,0.07,0.1,140.2
yAG39_BA_b,yAG39,BA,13,14,15,0.1,0.1,0.13,174.8
yAG39_FLC_a,yAG39,FLC,0,17,23,NA,0.89,0.61,21.5
yAG39_FLC_b,yAG39,FLC,0,20,24,NA,0.86,0.56,18.7
yAG40_BA_a,yAG40,BA,12,13,14,0.13,0.1,0.13,185.1
yAG40_BA_b,yAG40,BA,12,14,14,0.33,0.16,0.15,156.5
yAG40_FLC_a,yAG40,FLC,1,17,23,NA,0.61,0.48,49.1
yAG40_FLC_b,yAG40,FLC,0,16,20,NA,0.64,0.5,50.6
yAG41_BA_a,yAG41,BA,11,12,14,0.07,0.09,0.18,140.5
yAG41_BA_b,yAG41,BA,11,12,14,0.08,0.1,0.17,173.3
yAG41_FLC_a,yAG41,FLC,0,0,21,NA,NA,0.78,7.1
yAG42_BA_a,yAG42,BA,12,13,14,0.06,0.07,0.1,161.9
yAG42_BA_b,yAG42,BA,14,15,15,0.07,0.09,0.09,154.9
yAG42_FLC_a,yAG42,FLC,1,18,24,NA,0.69,0.52,28.8
yAG42_FLC_b,yAG42,FLC,0,19,23,NA,0.65,0.48,66.8
yAG50_BA_a,yAG50,BA,15,15,17,0.07,0.06,0.12,184.9
yAG50_BA_b,yAG50,BA,14,15,17,0.14,0.1,0.15,141.6
yAG50_FLC_a,yAG50,FLC,0,19,22,NA,0.58,0.44,100.9
yAG50_FLC_b,yAG50,FLC,0,19,23,NA,0.66,0.49,66.4
yAG51_BA_a,yAG51,BA,10,12,14,0.08,0.17,0.21,127.9
yAG51_BA_b,yAG51,BA,10,11,15,0.1,0.12,0.28,127
yAG51_FLC_a,yAG51,FLC,0,0,21,NA,NA,0.84,7.2
yAG51_FLC_b,yAG51,FLC,0,0,22,NA,NA,0.66,10.6
yAG52_BA_a,yAG52,BA,11,13,16,0.07,0.14,0.23,107.6
yAG52_BA_b,yAG52,BA,11,13,15,0.08,0.12,0.18,162.3
yAG52_FLC_a,yAG52,FLC,0,17,25,NA,0.91,0.63,13
yAG52_FLC_b,yAG52,FLC,0,18,24,NA,0.81,0.57,34
yAG53_BA_a,yAG53,BA,9,10,12,0.07,0.1,0.2,128.5
yAG53_BA_b,yAG53,BA,10,11,13,0.07,0.1,0.17,170.3
yAG53_FLC_a,yAG53,FLC,0,18,24,NA,0.78,0.58,33.9
yAG53_FLC_b,yAG53,FLC,0,18,22,NA,0.83,0.58,47.3
yAG54_BA_a,yAG54,BA,15,17,19,0.19,0.16,0.2,139.1
yAG54_BA_b,yAG54,BA,16,18,19,0.18,0.11,0.12,152.3
yAG54_FLC_a,yAG54,FLC,0,3,9,NA,0.66,0.74,14.4
yAG54_FLC_b,yAG54,FLC,0,2,6,NA,0.86,0.68,17.9
yAG55_BA_a,yAG55,BA,16,17,19,0.23,0.15,0.15,132.5
yAG55_BA_b,yAG55,BA,15,16,17,0.11,0.1,0.13,131.2
yAG55_FLC_a,yAG55,FLC,0,15,26,NA,0.78,0.62,9.3
yAG56_BA_a,yAG56,BA,11,12,17,0.07,0.1,0.27,92.4
yAG56_BA_b,yAG56,BA,10,12,14,0.34,0.2,0.22,74.6
yAG56_FLC_a,yAG56,FLC,0,23,26,NA,0.7,0.51,11.2
yAG56_FLC_b,yAG56,FLC,0,20,23,NA,0.68,0.48,17.7
yAG63_BA_a,yAG63,BA,10,11,13,0.08,0.11,0.19,123.9
yAG63_BA_b,yAG63,BA,8,9,12,0.1,0.15,0.26,108.4
yAG63_FLC_a,yAG63,FLC,0,17,22,NA,0.78,0.56,76.6
yAG63_FLC_b,yAG63,FLC,0,14,22,NA,0.86,0.63,43.4
yAG64_BA_a,yAG64,BA,11,13,14,0.07,0.13,0.14,119.8
yAG64_BA_b,yAG64,BA,11,13,14,0.07,0.11,0.15,118.3
yAG64_FLC_a,yAG64,FLC,0,20,21,NA,0.63,0.55,43
yAG64_FLC_b,yAG64,FLC,0,20,24,NA,0.65,0.48,33.1
yAG65_BA_a,yAG65,BA,15,16,18,0.07,0.09,0.14,147.5
yAG65_BA_b,yAG65,BA,12,13,15,0.07,0.09,0.17,131.1
yAG65_FLC_a,yAG65,FLC,0,14,18,NA,0.8,0.59,54.9
yAG65_FLC_b,yAG65,FLC,0,14,16,NA,0.72,0.63,41
yAG66_BA_a,yAG66,BA,15,17,19,0.17,0.13,0.19,142
yAG66_FLC_a,yAG66,FLC,0,5,19,NA,0.93,0.69,16.4
yAG66_FLC_b,yAG66,FLC,0,5,22,NA,0.79,0.66,15.4
yAG67_BA_a,yAG67,BA,15,17,19,0.17,0.15,0.18,81.6
yAG67_BA_b,yAG67,BA,12,15,17,0.11,0.16,0.19,105.3
yAG67_FLC_a,yAG67,FLC,0,13,19,NA,0.83,0.64,28.2
yAG67_FLC_b,yAG67,FLC,1,14,23,NA,0.72,0.58,22.8
yAG68_BA_a,yAG68,BA,12,14,15,0.06,0.11,0.14,193.7
yAG68_BA_b,yAG68,BA,13,14,15,0.08,0.1,0.12,198.8
yAG68_FLC_b,yAG68,FLC,0,0,19,NA,NA,0.91,6.8
yAG69_BA_a,yAG69,BA,10,11,14,0.06,0.08,0.21,147.6
